,right,left
2017-05-26 20:05:00,0.3184963,0.6815037
2017-05-26 20:10:00,0.33337197,0.6666281
2017-05-26 20:15:00,0.3314271,0.6685729
2017-05-26 20:20:00,0.3209734,0.6790266
2017-05-26 20:25:00,0.3460553,0.65394473
2017-05-26 20:30:00,0.34503588,0.654964
2017-05-26 20:35:00,0.35819703,0.6418029
2017-05-26 20:40:00,0.33317092,0.6668291
2017-05-26 20:45:00,0.35202354,0.64797646
2017-05-26 20:50:00,0.35900077,0.6409992
2017-05-26 20:55:00,0.35515782,0.6448422
2017-05-26 21:00:00,0.38598216,0.61401784
2017-05-26 21:05:00,0.39721817,0.60278183
2017-05-26 21:10:00,0.383125,0.616875
2017-05-26 21:15:00,0.35234642,0.6476535
2017-05-26 21:20:00,0.3445696,0.65543044
2017-05-26 21:25:00,0.33645904,0.66354096
2017-05-26 21:30:00,0.33350798,0.66649204
2017-05-26 21:35:00,0.32255507,0.67744493
2017-05-26 21:40:00,0.33298373,0.66701627
2017-05-26 21:45:00,0.32500833,0.6749917
2017-05-26 21:50:00,0.33750793,0.66249204
2017-05-26 21:55:00,0.31592837,0.6840716
2017-05-26 22:00:00,0.39446175,0.6055383
2017-05-26 22:05:00,0.42873582,0.57126415
2017-05-26 22:10:00,0.46573132,0.53426874
2017-05-26 22:15:00,0.4769961,0.5230039
2017-05-26 22:20:00,0.48845938,0.5115406
2017-05-26 22:25:00,0.48064053,0.51935947
2017-05-26 22:30:00,0.4859024,0.5140976
2017-05-26 22:35:00,0.48271966,0.5172804
2017-05-26 22:40:00,0.45556912,0.5444309
2017-05-26 22:45:00,0.4708205,0.5291795
2017-05-26 22:50:00,0.44696662,0.55303335
2017-05-26 22:55:00,0.4494811,0.5505189
2017-05-26 23:00:00,0.45515427,0.54484576
2017-05-26 23:05:00,0.44804808,0.5519519
2017-05-26 23:10:00,0.48798946,0.5120106
2017-05-26 23:15:00,0.37396723,0.6260328
2017-05-26 23:20:00,0.42518,0.5748201
2017-05-26 23:25:00,0.42671764,0.57328236
2017-05-26 23:30:00,0.42611605,0.5738839
2017-05-26 23:35:00,0.4904985,0.50950146
2017-05-26 23:40:00,0.4673215,0.53267854
2017-05-26 23:45:00,0.47535956,0.5246405
2017-05-26 23:50:00,0.47001654,0.52998346
2017-05-26 23:55:00,0.4892215,0.5107784
2017-05-27 00:00:00,0.49204,0.50795996
2017-05-27 00:05:00,0.4949969,0.5050031
2017-05-27 00:10:00,0.37090623,0.62909377
2017-05-27 00:15:00,0.4163249,0.583675
2017-05-27 00:20:00,0.47507927,0.5249207
2017-05-27 00:25:00,0.39931995,0.60068
2017-05-27 00:30:00,0.43297493,0.56702507
2017-05-27 00:35:00,0.4208116,0.57918847
2017-05-27 00:40:00,0.45557487,0.5444252
2017-05-27 00:45:00,0.49500036,0.5049996
2017-05-27 00:50:00,0.47669882,0.5233011
2017-05-27 00:55:00,0.46181887,0.53818107
2017-05-27 01:00:00,0.4425015,0.5574985
2017-05-27 01:05:00,0.4049266,0.5950734
2017-05-27 01:10:00,0.42628363,0.57371634
2017-05-27 01:15:00,0.44859043,0.55140954
2017-05-27 01:20:00,0.47322085,0.5267791
2017-05-27 01:25:00,0.4676628,0.5323372
2017-05-27 01:30:00,0.44936955,0.55063045
2017-05-27 01:35:00,0.41625455,0.58374536
2017-05-27 01:40:00,0.48811933,0.51188064
2017-05-27 01:45:00,0.4659315,0.5340685
2017-05-27 01:50:00,0.40500316,0.5949968
2017-05-27 01:55:00,0.47570083,0.5242992
2017-05-27 02:00:00,0.4921093,0.50789076
2017-05-27 02:05:00,0.44503376,0.5549662
2017-05-27 02:10:00,0.37966147,0.6203385
2017-05-27 02:15:00,0.47904995,0.5209501
2017-05-27 02:20:00,0.5031209,0.49687907
2017-05-27 02:25:00,0.3880536,0.61194634
2017-05-27 02:30:00,0.49664262,0.5033574
2017-05-27 02:35:00,0.41371357,0.5862865
2017-05-27 02:40:00,0.48908246,0.51091754
2017-05-27 02:45:00,0.45653105,0.5434689
2017-05-27 02:50:00,0.46222907,0.537771
2017-05-27 02:55:00,0.463888,0.536112
2017-05-27 03:00:00,0.48387107,0.51612896
2017-05-27 03:05:00,0.4554558,0.5445442
2017-05-27 03:10:00,0.50824076,0.4917593
2017-05-27 03:15:00,0.5002336,0.4997664
2017-05-27 03:20:00,0.44606704,0.55393296
2017-05-27 03:25:00,0.6035872,0.3964128
2017-05-27 03:30:00,0.38093632,0.6190637
2017-05-27 03:35:00,0.48483327,0.51516676
2017-05-27 03:40:00,0.56578106,0.434219
2017-05-27 03:45:00,0.46797377,0.53202623
2017-05-27 03:50:00,0.49540672,0.5045934
2017-05-27 03:55:00,0.46863142,0.5313686
2017-05-27 04:00:00,0.5403268,0.4596732
2017-05-27 04:05:00,0.4758752,0.5241248
2017-05-27 04:10:00,0.43915838,0.56084156
2017-05-27 04:15:00,0.5002639,0.499736
2017-05-27 04:20:00,0.5054866,0.49451342
2017-05-27 04:25:00,0.47796887,0.5220311
2017-05-27 04:30:00,0.5157387,0.48426124
2017-05-27 04:35:00,0.49841622,0.50158376
2017-05-27 04:40:00,0.5121551,0.48784488
2017-05-27 04:45:00,0.4501404,0.5498596
2017-05-27 04:50:00,0.5025422,0.49745783
2017-05-27 04:55:00,0.4890944,0.5109057
2017-05-27 05:00:00,0.5702288,0.4297712
2017-05-27 05:05:00,0.5072008,0.4927992
2017-05-27 05:10:00,0.48806676,0.51193327
2017-05-27 05:15:00,0.48438355,0.5156165
2017-05-27 05:20:00,0.443653,0.556347
2017-05-27 05:25:00,0.49584556,0.5041544
2017-05-27 05:30:00,0.44801098,0.551989
2017-05-27 05:35:00,0.48190963,0.51809037
2017-05-27 05:40:00,0.35667765,0.64332235
2017-05-27 05:45:00,0.46350145,0.53649855
2017-05-27 05:50:00,0.49712938,0.50287056
2017-05-27 05:55:00,0.45660248,0.54339755
2017-05-27 06:00:00,0.4057222,0.5942778
2017-05-27 06:05:00,0.43850803,0.56149197
2017-05-27 06:10:00,0.46878195,0.531218
2017-05-27 06:15:00,0.4867317,0.5132683
2017-05-27 06:20:00,0.48112148,0.5188785
2017-05-27 06:25:00,0.47878778,0.5212123
2017-05-27 06:30:00,0.48160815,0.5183918
2017-05-27 06:35:00,0.45575348,0.5442465
2017-05-27 06:40:00,0.46206746,0.5379325
2017-05-27 06:45:00,0.48321488,0.51678514
2017-05-27 06:50:00,0.5151142,0.48488578
2017-05-27 06:55:00,0.534799,0.46520102
2017-05-27 07:00:00,0.52731997,0.47268003
2017-05-27 07:05:00,0.52457494,0.47542506
2017-05-27 07:10:00,0.5005336,0.49946648
2017-05-27 07:15:00,0.49864647,0.5013535
2017-05-27 07:20:00,0.45495334,0.5450466
2017-05-27 07:25:00,0.50169826,0.49830168
2017-05-27 07:30:00,0.4836047,0.51639533
2017-05-27 07:35:00,0.49685505,0.5031449
2017-05-27 07:40:00,0.50703895,0.49296096
2017-05-27 07:45:00,0.49902928,0.5009708
2017-05-27 07:50:00,0.5049493,0.49505076
2017-05-27 07:55:00,0.5008702,0.49912974
2017-05-27 08:00:00,0.50073224,0.4992677
2017-05-27 08:05:00,0.49364543,0.5063546
2017-05-27 08:10:00,0.49282283,0.50717723
2017-05-27 08:15:00,0.50034124,0.49965876
2017-05-27 08:20:00,0.4964005,0.5035995
2017-05-27 08:25:00,0.5000707,0.49992925
2017-05-27 08:30:00,0.4999924,0.50000757
2017-05-27 08:35:00,0.49029937,0.50970054
2017-05-27 08:40:00,0.49781242,0.5021876
2017-05-27 08:45:00,0.4955249,0.50447506
2017-05-27 08:50:00,0.49790654,0.5020934
2017-05-27 08:55:00,0.48971584,0.5102841
2017-05-27 09:00:00,0.48692805,0.51307195
2017-05-27 09:05:00,0.46156415,0.5384358
2017-05-27 09:10:00,0.46116027,0.53883976
2017-05-27 09:15:00,0.4533929,0.5466071
2017-05-27 09:20:00,0.4412017,0.55879825
2017-05-27 09:25:00,0.46936095,0.53063905
2017-05-27 09:30:00,0.4640562,0.53594387
2017-05-27 09:35:00,0.48000678,0.51999325
2017-05-27 09:40:00,0.46983668,0.53016335
2017-05-27 09:45:00,0.44310635,0.55689365
2017-05-27 09:50:00,0.4349278,0.5650722
2017-05-27 09:55:00,0.42793545,0.5720645
2017-05-27 10:00:00,0.44956332,0.5504366
2017-05-27 10:05:00,0.45662442,0.54337555
2017-05-27 10:10:00,0.46630377,0.53369623
2017-05-27 10:15:00,0.42361167,0.5763883
2017-05-27 10:20:00,0.36946866,0.6305314
2017-05-27 10:25:00,0.3883498,0.6116502
2017-05-27 10:30:00,0.42171028,0.5782897
2017-05-27 10:35:00,0.4345496,0.5654505
2017-05-27 10:40:00,0.4071936,0.5928064
2017-05-27 10:45:00,0.38744685,0.6125532
2017-05-27 10:50:00,0.361356,0.638644
2017-05-27 10:55:00,0.37314948,0.6268505
2017-05-27 11:00:00,0.3919281,0.608072
2017-05-27 11:05:00,0.3551971,0.6448029
2017-05-27 11:10:00,0.36918917,0.6308108
2017-05-27 11:15:00,0.35838836,0.6416117
2017-05-27 11:20:00,0.3718063,0.62819374
2017-05-27 11:25:00,0.39387143,0.60612863
2017-05-27 11:30:00,0.39850855,0.60149145
2017-05-27 11:35:00,0.39701074,0.60298926
2017-05-27 11:40:00,0.39886615,0.60113376
2017-05-27 11:45:00,0.3798713,0.62012875
2017-05-27 11:50:00,0.36158356,0.6384164
2017-05-27 11:55:00,0.3951741,0.6048259
2017-05-27 12:00:00,0.41408885,0.58591115
2017-05-27 12:05:00,0.38286173,0.61713827
2017-05-27 12:10:00,0.3860503,0.61394966
2017-05-27 12:15:00,0.43572602,0.56427395
2017-05-27 12:20:00,0.40486363,0.5951364
2017-05-27 12:25:00,0.4019713,0.59802866
2017-05-27 12:30:00,0.39254355,0.6074564
2017-05-27 12:35:00,0.43593165,0.5640684
2017-05-27 12:40:00,0.38356394,0.61643606
2017-05-27 12:45:00,0.41161677,0.58838326
2017-05-27 12:50:00,0.38483456,0.6151654
2017-05-27 12:55:00,0.3969606,0.60303944
2017-05-27 13:00:00,0.35480145,0.6451985
2017-05-27 13:05:00,0.37682527,0.6231748
2017-05-27 13:10:00,0.3719401,0.6280599
2017-05-27 13:15:00,0.4745587,0.5254413
2017-05-27 13:20:00,0.48199615,0.5180039
2017-05-27 13:25:00,0.42875066,0.57124937
2017-05-27 13:30:00,0.43766922,0.5623308
2017-05-27 13:35:00,0.42863297,0.571367
2017-05-27 13:40:00,0.4400849,0.5599151
2017-05-27 13:45:00,0.38081148,0.61918855
2017-05-27 13:50:00,0.39733,0.60266995
2017-05-27 13:55:00,0.39442083,0.60557914
2017-05-27 14:00:00,0.4365388,0.56346124
2017-05-27 14:05:00,0.36404,0.63596004
2017-05-27 14:10:00,0.3751569,0.62484306
2017-05-27 14:15:00,0.39691254,0.6030874
2017-05-27 14:20:00,0.4177213,0.58227867
2017-05-27 14:25:00,0.41764274,0.5823572
2017-05-27 14:30:00,0.45777664,0.5422234
2017-05-27 14:35:00,0.46278793,0.53721213
2017-05-27 14:40:00,0.42614183,0.57385814
2017-05-27 14:45:00,0.42642364,0.57357633
2017-05-27 14:50:00,0.41344556,0.58655447
2017-05-27 14:55:00,0.4145879,0.58541214
2017-05-27 15:00:00,0.42193112,0.5780689
2017-05-27 15:05:00,0.38352865,0.61647135
2017-05-27 15:10:00,0.40769058,0.5923095
2017-05-27 15:15:00,0.34617722,0.6538228
2017-05-27 15:20:00,0.3934746,0.60652536
2017-05-27 15:25:00,0.36596298,0.634037
2017-05-27 15:30:00,0.39174122,0.6082588
2017-05-27 15:35:00,0.44944412,0.55055594
2017-05-27 15:40:00,0.41197404,0.588026
2017-05-27 15:45:00,0.4289931,0.5710069
2017-05-27 15:50:00,0.4411638,0.5588362
2017-05-27 15:55:00,0.44316682,0.5568332
2017-05-27 16:00:00,0.39141414,0.60858583
2017-05-27 16:05:00,0.438643,0.561357
2017-05-27 16:10:00,0.4459301,0.55406994
2017-05-27 16:15:00,0.45203438,0.54796565
2017-05-27 16:20:00,0.45015898,0.54984105
2017-05-27 16:25:00,0.4557895,0.5442105
2017-05-27 16:30:00,0.41326678,0.5867332
2017-05-27 16:35:00,0.41264722,0.5873527
2017-05-27 16:40:00,0.4071402,0.59285986
2017-05-27 16:45:00,0.3412773,0.6587227
2017-05-27 16:50:00,0.3800477,0.6199523
2017-05-27 16:55:00,0.34710756,0.6528924
2017-05-27 17:00:00,0.3574801,0.64251995
2017-05-27 17:05:00,0.33305946,0.6669405
2017-05-27 17:10:00,0.35907546,0.6409245
2017-05-27 17:15:00,0.36821824,0.63178176
2017-05-27 17:20:00,0.37506297,0.62493706
2017-05-27 17:25:00,0.37413388,0.6258661
2017-05-27 17:30:00,0.40227246,0.59772754
2017-05-27 17:35:00,0.36544177,0.6345582
2017-05-27 17:40:00,0.40234894,0.59765106
2017-05-27 17:45:00,0.37856635,0.6214336
2017-05-27 17:50:00,0.40232664,0.59767336
2017-05-27 17:55:00,0.40483198,0.595168
2017-05-27 18:00:00,0.40834203,0.59165794
2017-05-27 18:05:00,0.41616115,0.5838388
2017-05-27 18:10:00,0.41876462,0.58123535
2017-05-27 18:15:00,0.44050074,0.55949926
2017-05-27 18:20:00,0.40175155,0.5982484
2017-05-27 18:25:00,0.3847329,0.6152671
