name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,is_link,VDF_fftt1,VDF_cap1
Woodley Park Lane,10,13288645,11,12,1,31.1,,,,residential,6,"LINESTRING (-118.4836246 34.1554885, -118.4836257 34.1552080)",auto,1,0,,
Woodley Park Lane,11,13288645,12,11,1,31.1,,,,residential,6,"LINESTRING (-118.4836257 34.1552080, -118.4836246 34.1554885)",auto,1,0,,
Woodley Park Lane,12,13288645,12,13,1,145.04,,,,residential,6,"LINESTRING (-118.4836257 34.1552080, -118.4836188 34.1547214, -118.4836174 34.1539000)",auto,1,0,,
Woodley Park Lane,13,13288645,13,12,1,145.04,,,,residential,6,"LINESTRING (-118.4836174 34.1539000, -118.4836188 34.1547214, -118.4836257 34.1552080)",auto,1,0,,
Milbank Street,14,13290602,14,15,1,172.92,,,,residential,6,"LINESTRING (-118.4726700 34.1568406, -118.4725341 34.1568368, -118.4710099 34.1567203, -118.4709103 34.1567234, -118.4708097 34.1567597)",auto,1,0,,
Milbank Street,15,13290602,15,14,1,172.92,,,,residential,6,"LINESTRING (-118.4708097 34.1567597, -118.4709103 34.1567234, -118.4710099 34.1567203, -118.4725341 34.1568368, -118.4726700 34.1568406)",auto,1,0,,
Milbank Street,16,13290608,16,17,1,102.62,,,,residential,6,"LINESTRING (-118.4749072 34.1570284, -118.4750088 34.1570340, -118.4760072 34.1571686)",auto,1,0,,
Milbank Street,17,13290608,17,16,1,102.62,,,,residential,6,"LINESTRING (-118.4760072 34.1571686, -118.4750088 34.1570340, -118.4749072 34.1570284)",auto,1,0,,
Aqueduct Avenue,18,13293160,18,19,1,178.4,,,,residential,6,"LINESTRING (-118.4736780 34.1561810, -118.4737078 34.1562530, -118.4737054 34.1576867, -118.4737046 34.1577095, -118.4736969 34.1577470, -118.4736795 34.1577824)",auto,1,0,,
Aqueduct Avenue,19,13293160,19,18,1,178.4,,,,residential,6,"LINESTRING (-118.4736795 34.1577824, -118.4736969 34.1577470, -118.4737046 34.1577095, -118.4737054 34.1576867, -118.4737078 34.1562530, -118.4736780 34.1561810)",auto,1,0,,
Aqueduct Avenue,20,13293173,20,21,1,202.08,,,,residential,6,"LINESTRING (-118.4737709 34.1603246, -118.4737629 34.1608488, -118.4737701 34.1609072, -118.4738154 34.1612738, -118.4738086 34.1621448)",auto,1,0,,
Aqueduct Avenue,21,13293173,21,20,1,202.08,,,,residential,6,"LINESTRING (-118.4738086 34.1621448, -118.4738154 34.1612738, -118.4737701 34.1609072, -118.4737629 34.1608488, -118.4737709 34.1603246)",auto,1,0,,
Camarillo Street,22,13327542,22,23,1,35.12,,,,residential,6,"LINESTRING (-118.4636000 34.1576028, -118.4639810 34.1576010)",auto,1,0,,
Camarillo Street,23,13327542,23,22,1,35.12,,,,residential,6,"LINESTRING (-118.4639810 34.1576010, -118.4636000 34.1576028)",auto,1,0,,
Camarillo Street,24,13327542,23,24,1,88.83,,,,residential,6,"LINESTRING (-118.4639810 34.1576010, -118.4648575 34.1576046, -118.4649447 34.1576041)",auto,1,0,,
Camarillo Street,25,13327542,24,23,1,88.83,,,,residential,6,"LINESTRING (-118.4649447 34.1576041, -118.4648575 34.1576046, -118.4639810 34.1576010)",auto,1,0,,
Camarillo Street,26,13327542,24,25,1,90.1,,,,residential,6,"LINESTRING (-118.4649447 34.1576041, -118.4650643 34.1576029, -118.4655741 34.1575986, -118.4659221 34.1575953)",auto,1,0,,
Camarillo Street,27,13327542,25,24,1,90.1,,,,residential,6,"LINESTRING (-118.4659221 34.1575953, -118.4655741 34.1575986, -118.4650643 34.1576029, -118.4649447 34.1576041)",auto,1,0,,
Camarillo Street,28,13327542,25,26,1,23.11,,,,residential,6,"LINESTRING (-118.4659221 34.1575953, -118.4659517 34.1575945, -118.4660075 34.1575962, -118.4661728 34.1575955)",auto,1,0,,
Camarillo Street,29,13327542,26,25,1,23.11,,,,residential,6,"LINESTRING (-118.4661728 34.1575955, -118.4660075 34.1575962, -118.4659517 34.1575945, -118.4659221 34.1575953)",auto,1,0,,
Camarillo Street,30,13327542,26,27,1,202.05,,,,residential,6,"LINESTRING (-118.4661728 34.1575955, -118.4663455 34.1575986, -118.4670646 34.1575954, -118.4673281 34.1575956, -118.4678171 34.1575960, -118.4680297 34.1575956, -118.4683647 34.1575961)",auto,1,0,,
Camarillo Street,31,13327542,27,26,1,202.05,,,,residential,6,"LINESTRING (-118.4683647 34.1575961, -118.4680297 34.1575956, -118.4678171 34.1575960, -118.4673281 34.1575956, -118.4670646 34.1575954, -118.4663455 34.1575986, -118.4661728 34.1575955)",auto,1,0,,
Camarillo Street,32,13327542,27,28,1,4.94,,,,residential,6,"LINESTRING (-118.4683647 34.1575961, -118.4684183 34.1575965)",auto,1,0,,
Camarillo Street,33,13327542,28,27,1,4.94,,,,residential,6,"LINESTRING (-118.4684183 34.1575965, -118.4683647 34.1575961)",auto,1,0,,
Camarillo Street,34,13327553,29,30,1,275.12,,,,residential,6,"LINESTRING (-118.4696845 34.1576114, -118.4726692 34.1575992)",auto,1,0,,
Camarillo Street,35,13327553,30,29,1,275.12,,,,residential,6,"LINESTRING (-118.4726692 34.1575992, -118.4696845 34.1576114)",auto,1,0,,
Peach Avenue,36,13331889,31,32,1,70.07,,,,unclassified,15,"LINESTRING (-118.4671946 34.1757827, -118.4672159 34.1758004, -118.4672396 34.1758358, -118.4672551 34.1758756, -118.4672685 34.1762771, -118.4672775 34.1763275, -118.4673056 34.1763956)",auto,1,0,,
Peach Avenue,37,13331889,32,31,1,70.07,,,,unclassified,15,"LINESTRING (-118.4673056 34.1763956, -118.4672775 34.1763275, -118.4672685 34.1762771, -118.4672551 34.1758756, -118.4672396 34.1758358, -118.4672159 34.1758004, -118.4671946 34.1757827)",auto,1,0,,
Huston Street,38,13332012,33,34,1,354.11,,,,residential,6,"LINESTRING (-118.4700673 34.1594120, -118.4739090 34.1594192)",auto,1,0,,
Huston Street,39,13332012,34,33,1,354.11,,,,residential,6,"LINESTRING (-118.4739090 34.1594192, -118.4700673 34.1594120)",auto,1,0,,
Huston Street,40,13332012,34,35,1,92.92,,,,residential,6,"LINESTRING (-118.4739090 34.1594192, -118.4741915 34.1594047, -118.4744713 34.1593649, -118.4747971 34.1593646, -118.4749125 34.1593652)",auto,1,0,,
Huston Street,41,13332012,35,34,1,92.92,,,,residential,6,"LINESTRING (-118.4749125 34.1593652, -118.4747971 34.1593646, -118.4744713 34.1593649, -118.4741915 34.1594047, -118.4739090 34.1594192)",auto,1,0,,
Moorpark Street,42,13341405,18,36,1,95.4,,,,residential,6,"LINESTRING (-118.4736780 34.1561810, -118.4736101 34.1561419, -118.4735246 34.1561361, -118.4733766 34.1561527, -118.4730967 34.1561466, -118.4727480 34.1560915, -118.4726671 34.1560792)",auto,1,0,,
Moorpark Street,43,13341405,36,18,1,95.4,,,,residential,6,"LINESTRING (-118.4726671 34.1560792, -118.4727480 34.1560915, -118.4730967 34.1561466, -118.4733766 34.1561527, -118.4735246 34.1561361, -118.4736101 34.1561419, -118.4736780 34.1561810)",auto,1,0,,
Moorpark Street,44,13341405,36,37,1,47.71,,,,residential,6,"LINESTRING (-118.4726671 34.1560792, -118.4725792 34.1560633, -118.4721593 34.1559958)",auto,1,0,,
Moorpark Street,45,13341405,37,36,1,47.71,,,,residential,6,"LINESTRING (-118.4721593 34.1559958, -118.4725792 34.1560633, -118.4726671 34.1560792)",auto,1,0,,
Moorpark Street,46,13341410,38,39,1,22.58,,,,residential,6,"LINESTRING (-118.4636000 34.1543736, -118.4637552 34.1544006, -118.4638398 34.1544152)",auto,1,0,,
Moorpark Street,47,13341410,39,38,1,22.58,,,,residential,6,"LINESTRING (-118.4638398 34.1544152, -118.4637552 34.1544006, -118.4636000 34.1543736)",auto,1,0,,
Moorpark Street,48,13341410,39,40,1,99.71,,,,residential,6,"LINESTRING (-118.4638398 34.1544152, -118.4648427 34.1545784, -118.4649013 34.1545879)",auto,1,0,,
Moorpark Street,49,13341410,40,39,1,99.71,,,,residential,6,"LINESTRING (-118.4649013 34.1545879, -118.4648427 34.1545784, -118.4638398 34.1544152)",auto,1,0,,
Moorpark Street,50,13341412,41,42,1,128.6,,,,residential,6,"LINESTRING (-118.4696962 34.1556973, -118.4709506 34.1558975, -118.4710651 34.1559205)",auto,1,0,,
Moorpark Street,51,13341412,42,41,1,128.6,,,,residential,6,"LINESTRING (-118.4710651 34.1559205, -118.4709506 34.1558975, -118.4696962 34.1556973)",auto,1,0,,
Moorpark Street,52,13341414,43,44,1,201.12,,,,residential,6,"LINESTRING (-118.4770946 34.1567162, -118.4771712 34.1567222, -118.4771902 34.1567231, -118.4781813 34.1567830, -118.4791718 34.1568487, -118.4791916 34.1568498, -118.4792703 34.1568503)",auto,1,0,,
Moorpark Street,53,13341414,44,43,1,201.12,,,,residential,6,"LINESTRING (-118.4792703 34.1568503, -118.4791916 34.1568498, -118.4791718 34.1568487, -118.4781813 34.1567830, -118.4771902 34.1567231, -118.4771712 34.1567222, -118.4770946 34.1567162)",auto,1,0,,
Moorpark Street,54,13341433,45,46,1,88.49,,,,residential,6,"LINESTRING (-118.4814586 34.1573979, -118.4815376 34.1574010, -118.4823464 34.1574901, -118.4824059 34.1575119)",auto,1,0,,
Moorpark Street,55,13341433,46,45,1,88.49,,,,residential,6,"LINESTRING (-118.4824059 34.1575119, -118.4823464 34.1574901, -118.4815376 34.1574010, -118.4814586 34.1573979)",auto,1,0,,
Dickens Street,56,13342994,47,48,1,66.45,,,,residential,6,"LINESTRING (-118.4756784 34.1539636, -118.4756057 34.1539822, -118.4755308 34.1539824, -118.4749696 34.1539000)",auto,1,0,,
Dickens Street,57,13342994,48,47,1,66.45,,,,residential,6,"LINESTRING (-118.4749696 34.1539000, -118.4755308 34.1539824, -118.4756057 34.1539822, -118.4756784 34.1539636)",auto,1,0,,
Dickens Street,58,13342997,12,49,1,72.19,,,,residential,6,"LINESTRING (-118.4836257 34.1552080, -118.4837343 34.1552159, -118.4843583 34.1552987, -118.4844000 34.1553044)",auto,1,0,,
Dickens Street,59,13342997,49,12,1,72.19,,,,residential,6,"LINESTRING (-118.4844000 34.1553044, -118.4843583 34.1552987, -118.4837343 34.1552159, -118.4836257 34.1552080)",auto,1,0,,
Dickens Street,60,13343000,50,51,1,76.88,,,,residential,6,"LINESTRING (-118.4784341 34.1543202, -118.4791725 34.1544302, -118.4792563 34.1544307)",auto,1,0,,
Dickens Street,61,13343000,51,50,1,76.88,,,,residential,6,"LINESTRING (-118.4792563 34.1544307, -118.4791725 34.1544302, -118.4784341 34.1543202)",auto,1,0,,
Dickens Street,62,13343000,51,52,1,205.54,,,,residential,6,"LINESTRING (-118.4792563 34.1544307, -118.4793742 34.1544337, -118.4814559 34.1547289)",auto,1,0,,
Dickens Street,63,13343000,52,51,1,205.54,,,,residential,6,"LINESTRING (-118.4814559 34.1547289, -118.4793742 34.1544337, -118.4792563 34.1544307)",auto,1,0,,
Dickens Street,64,13343000,52,53,1,35.55,,,,residential,6,"LINESTRING (-118.4814559 34.1547289, -118.4818370 34.1547781)",auto,1,0,,
Dickens Street,65,13343000,53,52,1,35.55,,,,residential,6,"LINESTRING (-118.4818370 34.1547781, -118.4814559 34.1547289)",auto,1,0,,
Dickens Street,66,13343000,53,54,1,53.12,,,,residential,6,"LINESTRING (-118.4818370 34.1547781, -118.4822436 34.1548330, -118.4823325 34.1548240, -118.4823973 34.1547930)",auto,1,0,,
Dickens Street,67,13343000,54,53,1,53.12,,,,residential,6,"LINESTRING (-118.4823973 34.1547930, -118.4823325 34.1548240, -118.4822436 34.1548330, -118.4818370 34.1547781)",auto,1,0,,
Addison Street,68,13343048,55,56,1,200.85,,,,residential,6,"LINESTRING (-118.4749146 34.1616885, -118.4750159 34.1616893, -118.4770010 34.1617050, -118.4770936 34.1617057)",auto,1,0,,
Addison Street,69,13343048,56,55,1,200.85,,,,residential,6,"LINESTRING (-118.4770936 34.1617057, -118.4770010 34.1617050, -118.4750159 34.1616893, -118.4749146 34.1616885)",auto,1,0,,
Hartsook Street,70,13348793,57,58,1,35.75,,,,residential,6,"LINESTRING (-118.4636000 34.1639528, -118.4638862 34.1639525, -118.4639879 34.1639528)",auto,1,0,,
Hartsook Street,71,13348793,58,57,1,35.75,,,,residential,6,"LINESTRING (-118.4639879 34.1639528, -118.4638862 34.1639525, -118.4636000 34.1639528)",auto,1,0,,
Hartsook Street,72,13348793,58,59,1,201.64,,,,residential,6,"LINESTRING (-118.4639879 34.1639528, -118.4640948 34.1639525, -118.4654523 34.1639479, -118.4659836 34.1639484, -118.4660258 34.1639484, -118.4661756 34.1639494)",auto,1,0,,
Hartsook Street,73,13348793,59,58,1,201.64,,,,residential,6,"LINESTRING (-118.4661756 34.1639494, -118.4660258 34.1639484, -118.4659836 34.1639484, -118.4654523 34.1639479, -118.4640948 34.1639525, -118.4639879 34.1639528)",auto,1,0,,
Gaviota Avenue,74,13365107,52,60,1,149.57,,40,,residential,6,"LINESTRING (-118.4814559 34.1547289, -118.4814458 34.1548376, -118.4814443 34.1548583, -118.4814443 34.1548884, -118.4814491 34.1553455, -118.4814511 34.1555499, -118.4814547 34.1559143, -118.4814546 34.1559455, -118.4814537 34.1560774)",auto,1,0,,
Gaviota Avenue,75,13365107,60,52,1,149.57,,40,,residential,6,"LINESTRING (-118.4814537 34.1560774, -118.4814546 34.1559455, -118.4814547 34.1559143, -118.4814511 34.1555499, -118.4814491 34.1553455, -118.4814443 34.1548884, -118.4814443 34.1548583, -118.4814458 34.1548376, -118.4814559 34.1547289)",auto,1,0,,
Gaviota Avenue,76,13365107,60,45,1,146.42,,40,,residential,6,"LINESTRING (-118.4814537 34.1560774, -118.4814529 34.1562183, -118.4814518 34.1562612, -118.4814516 34.1565019, -118.4814518 34.1566668, -118.4814527 34.1568347, -118.4814541 34.1569832, -118.4814586 34.1573979)",auto,1,0,,
Gaviota Avenue,77,13365107,45,60,1,146.42,,40,,residential,6,"LINESTRING (-118.4814586 34.1573979, -118.4814541 34.1569832, -118.4814527 34.1568347, -118.4814518 34.1566668, -118.4814516 34.1565019, -118.4814518 34.1562612, -118.4814529 34.1562183, -118.4814537 34.1560774)",auto,1,0,,
Gaviota Avenue,78,13365107,45,61,1,388.22,,40,,residential,6,"LINESTRING (-118.4814586 34.1573979, -118.4814571 34.1581824, -118.4814575 34.1589510, -118.4814579 34.1591407, -118.4814564 34.1596862, -118.4814582 34.1597824, -118.4814585 34.1602331, -118.4814585 34.1603774, -118.4814585 34.1604448, -118.4814585 34.1608991)",auto,1,0,,
Gaviota Avenue,79,13365107,61,45,1,388.22,,40,,residential,6,"LINESTRING (-118.4814585 34.1608991, -118.4814585 34.1604448, -118.4814585 34.1603774, -118.4814585 34.1602331, -118.4814582 34.1597824, -118.4814564 34.1596862, -118.4814579 34.1591407, -118.4814575 34.1589510, -118.4814571 34.1581824, -118.4814586 34.1573979)",auto,1,0,,
Gaviota Avenue,80,13365107,61,62,1,439.1,,40,,residential,6,"LINESTRING (-118.4814585 34.1608991, -118.4814550 34.1612370, -118.4814560 34.1614677, -118.4814566 34.1615098, -118.4814605 34.1617330, -118.4814589 34.1618250, -118.4814572 34.1619677, -118.4814482 34.1628501, -118.4814414 34.1639073, -118.4814460 34.1648591)",auto,1,0,,
Gaviota Avenue,81,13365107,62,61,1,439.1,,40,,residential,6,"LINESTRING (-118.4814460 34.1648591, -118.4814414 34.1639073, -118.4814482 34.1628501, -118.4814572 34.1619677, -118.4814589 34.1618250, -118.4814605 34.1617330, -118.4814566 34.1615098, -118.4814560 34.1614677, -118.4814550 34.1612370, -118.4814585 34.1608991)",auto,1,0,,
Firmament Avenue,82,13366528,63,64,1,100.09,,,,residential,6,"LINESTRING (-118.4721161 34.1539000, -118.4721175 34.1542885, -118.4721090 34.1546321, -118.4721095 34.1546743, -118.4720888 34.1548015)",auto,1,0,,
Firmament Avenue,83,13366528,64,63,1,100.09,,,,residential,6,"LINESTRING (-118.4720888 34.1548015, -118.4721095 34.1546743, -118.4721090 34.1546321, -118.4721175 34.1542885, -118.4721161 34.1539000)",auto,1,0,,
Firmament Avenue,84,13366533,65,36,1,132.4,,,,residential,6,"LINESTRING (-118.4726860 34.1548855, -118.4726748 34.1550147, -118.4726678 34.1555842, -118.4726671 34.1560792)",auto,1,0,,
Firmament Avenue,85,13366533,36,65,1,132.4,,,,residential,6,"LINESTRING (-118.4726671 34.1560792, -118.4726678 34.1555842, -118.4726748 34.1550147, -118.4726860 34.1548855)",auto,1,0,,
Firmament Avenue,86,13366533,36,14,1,84.43,,,,residential,6,"LINESTRING (-118.4726671 34.1560792, -118.4726700 34.1568406)",auto,1,0,,
Firmament Avenue,87,13366533,14,36,1,84.43,,,,residential,6,"LINESTRING (-118.4726700 34.1568406, -118.4726671 34.1560792)",auto,1,0,,
Firmament Avenue,88,13366533,14,30,1,84.11,,,,residential,6,"LINESTRING (-118.4726700 34.1568406, -118.4726692 34.1575992)",auto,1,0,,
Firmament Avenue,89,13366533,30,14,1,84.11,,,,residential,6,"LINESTRING (-118.4726692 34.1575992, -118.4726700 34.1568406)",auto,1,0,,
Firmament Avenue,90,13366533,30,66,1,101.24,,,,residential,6,"LINESTRING (-118.4726692 34.1575992, -118.4726694 34.1584299, -118.4726711 34.1585122)",auto,1,0,,
Firmament Avenue,91,13366533,66,30,1,101.24,,,,residential,6,"LINESTRING (-118.4726711 34.1585122, -118.4726694 34.1584299, -118.4726692 34.1575992)",auto,1,0,,
Firmament Avenue,92,13366536,67,68,1,219.02,,,,residential,6,"LINESTRING (-118.4720765 34.1621194, -118.4720350 34.1620797, -118.4719970 34.1620305, -118.4719637 34.1619856, -118.4714938 34.1613035, -118.4714455 34.1612014, -118.4714250 34.1610990, -118.4714253 34.1609093, -118.4714290 34.1603874, -118.4714366 34.1602873)",auto,0,0,,
Orion Avenue,93,13372281,69,41,1,140.84,,,,residential,6,"LINESTRING (-118.4699976 34.1544521, -118.4699673 34.1545785, -118.4698961 34.1548754, -118.4698561 34.1550414, -118.4698195 34.1551938, -118.4697764 34.1553750, -118.4697440 34.1555095, -118.4696962 34.1556973)",auto,1,0,,
Orion Avenue,94,13372281,41,69,1,140.84,,,,residential,6,"LINESTRING (-118.4696962 34.1556973, -118.4697440 34.1555095, -118.4697764 34.1553750, -118.4698195 34.1551938, -118.4698561 34.1550414, -118.4698961 34.1548754, -118.4699673 34.1545785, -118.4699976 34.1544521)",auto,1,0,,
Orion Avenue,95,13372281,41,29,1,216.22,,,,residential,6,"LINESTRING (-118.4696962 34.1556973, -118.4695019 34.1564922, -118.4694801 34.1566218, -118.4694761 34.1567746, -118.4694977 34.1569233, -118.4696845 34.1576114)",auto,1,0,,
Orion Avenue,96,13372281,29,41,1,216.22,,,,residential,6,"LINESTRING (-118.4696845 34.1576114, -118.4694977 34.1569233, -118.4694761 34.1567746, -118.4694801 34.1566218, -118.4695019 34.1564922, -118.4696962 34.1556973)",auto,1,0,,
Orion Avenue,97,13372281,29,70,1,101.01,,,,residential,6,"LINESTRING (-118.4696845 34.1576114, -118.4698803 34.1585077)",auto,1,0,,
Orion Avenue,98,13372281,70,29,1,101.01,,,,residential,6,"LINESTRING (-118.4698803 34.1585077, -118.4696845 34.1576114)",auto,1,0,,
Orion Avenue,99,13372281,70,33,1,101.88,,,,residential,6,"LINESTRING (-118.4698803 34.1585077, -118.4699993 34.1591917, -118.4700304 34.1593154, -118.4700673 34.1594120)",auto,1,0,,
Orion Avenue,100,13372281,33,70,1,101.88,,,,residential,6,"LINESTRING (-118.4700673 34.1594120, -118.4700304 34.1593154, -118.4699993 34.1591917, -118.4698803 34.1585077)",auto,1,0,,
Orion Avenue,101,13372281,33,71,1,110.29,,,,residential,6,"LINESTRING (-118.4700673 34.1594120, -118.4701493 34.1595943, -118.4702701 34.1597811, -118.4706006 34.1601539, -118.4706394 34.1601967, -118.4707036 34.1602440)",auto,1,0,,
Orion Avenue,102,13372281,71,33,1,110.29,,,,residential,6,"LINESTRING (-118.4707036 34.1602440, -118.4706394 34.1601967, -118.4706006 34.1601539, -118.4702701 34.1597811, -118.4701493 34.1595943, -118.4700673 34.1594120)",auto,1,0,,
Morrison Street,103,13372769,72,73,1,201.05,,,,residential,6,"LINESTRING (-118.4749146 34.1607884, -118.4769934 34.1607914, -118.4770958 34.1607916)",auto,1,0,,
Morrison Street,104,13372769,73,72,1,201.05,,,,residential,6,"LINESTRING (-118.4770958 34.1607916, -118.4769934 34.1607914, -118.4749146 34.1607884)",auto,1,0,,
Morrison Street,105,13372784,71,68,1,68.21,,,,residential,6,"LINESTRING (-118.4707036 34.1602440, -118.4707682 34.1602653, -118.4708307 34.1602771, -118.4710858 34.1602743, -118.4713467 34.1602799, -118.4714366 34.1602873)",auto,1,0,,
Morrison Street,106,13372784,68,71,1,68.21,,,,residential,6,"LINESTRING (-118.4714366 34.1602873, -118.4713467 34.1602799, -118.4710858 34.1602743, -118.4708307 34.1602771, -118.4707682 34.1602653, -118.4707036 34.1602440)",auto,1,0,,
Morrison Street,107,13372784,68,20,1,215.29,,,,residential,6,"LINESTRING (-118.4714366 34.1602873, -118.4718152 34.1603138, -118.4737709 34.1603246)",auto,1,0,,
Morrison Street,108,13372784,20,68,1,215.29,,,,residential,6,"LINESTRING (-118.4737709 34.1603246, -118.4718152 34.1603138, -118.4714366 34.1602873)",auto,1,0,,
Morrison Street,109,13372784,20,74,1,105.64,,,,residential,6,"LINESTRING (-118.4737709 34.1603246, -118.4749170 34.1603294)",auto,1,0,,
Morrison Street,110,13372784,74,20,1,105.64,,,,residential,6,"LINESTRING (-118.4749170 34.1603294, -118.4737709 34.1603246)",auto,1,0,,
Morrison Street,111,13372794,75,76,1,70.07,,40,,residential,6,"LINESTRING (-118.4836398 34.1603771, -118.4837198 34.1603770, -118.4844000 34.1603766)",auto,1,0,,
Morrison Street,112,13372794,76,75,1,70.07,,40,,residential,6,"LINESTRING (-118.4844000 34.1603766, -118.4837198 34.1603770, -118.4836398 34.1603771)",auto,1,0,,
Morrison Street,113,13372799,77,78,1,100.31,,,,residential,6,"LINESTRING (-118.4792774 34.1608914, -118.4803657 34.1608952)",auto,1,0,,
Morrison Street,114,13372799,78,77,1,100.31,,,,residential,6,"LINESTRING (-118.4803657 34.1608952, -118.4792774 34.1608914)",auto,1,0,,
Morrison Street,115,13372799,78,61,1,100.73,,,,residential,6,"LINESTRING (-118.4803657 34.1608952, -118.4814585 34.1608991)",auto,1,0,,
Morrison Street,116,13372799,61,78,1,100.73,,,,residential,6,"LINESTRING (-118.4814585 34.1608991, -118.4803657 34.1608952)",auto,1,0,,
La Maida Street,117,13382405,79,80,1,100.97,,,,residential,6,"LINESTRING (-118.4749078 34.1584543, -118.4760032 34.1584584)",auto,1,0,,
La Maida Street,118,13382405,80,79,1,100.97,,,,residential,6,"LINESTRING (-118.4760032 34.1584584, -118.4749078 34.1584543)",auto,1,0,,
La Maida Street,119,13382406,70,66,1,257.25,,,,residential,6,"LINESTRING (-118.4698803 34.1585077, -118.4726711 34.1585122)",auto,1,0,,
La Maida Street,120,13382406,66,70,1,257.25,,,,residential,6,"LINESTRING (-118.4726711 34.1585122, -118.4698803 34.1585077)",auto,1,0,,
