,straight,right
2012-06-04 13:20:00,0.4827508,0.5172492
2012-06-04 13:25:00,0.50108594,0.498914
2012-06-04 13:30:00,0.61938816,0.38061187
2012-06-04 13:35:00,0.41516495,0.58483505
2012-06-04 13:40:00,0.4862275,0.5137725
2012-06-04 13:45:00,0.37761122,0.6223888
2012-06-04 13:50:00,0.43856293,0.5614371
2012-06-04 13:55:00,0.5043679,0.4956322
2012-06-04 14:00:00,0.39779398,0.602206
2012-06-04 14:05:00,0.30967146,0.69032854
2012-06-04 14:10:00,0.36156395,0.6384361
2012-06-04 14:15:00,0.45245168,0.54754835
2012-06-04 14:20:00,0.30413744,0.6958626
2012-06-04 14:25:00,0.45490304,0.54509693
2012-06-04 14:30:00,0.32906774,0.67093223
2012-06-04 14:35:00,0.32293344,0.67706656
2012-06-04 14:40:00,0.4268546,0.57314545
2012-06-04 14:45:00,0.52228993,0.47771004
2012-06-04 14:50:00,0.5078143,0.49218568
2012-06-04 14:55:00,0.53227437,0.46772557
2012-06-04 15:00:00,0.5239331,0.47606686
2012-06-04 15:05:00,0.55951744,0.44048253
2012-06-04 15:10:00,0.4981204,0.50187963
2012-06-04 15:15:00,0.5438467,0.45615336
2012-06-04 15:20:00,0.51532984,0.4846702
2012-06-04 15:25:00,0.47947362,0.5205264
2012-06-04 15:30:00,0.5183253,0.48167467
2012-06-04 15:35:00,0.5335056,0.46649432
2012-06-04 15:40:00,0.5295429,0.47045708
2012-06-04 15:45:00,0.4744933,0.52550673
2012-06-04 15:50:00,0.5697714,0.4302286
2012-06-04 15:55:00,0.4880607,0.51193935
2012-06-04 16:00:00,0.5008154,0.49918464
2012-06-04 16:05:00,0.43458816,0.5654118
2012-06-04 16:10:00,0.5113376,0.4886624
2012-06-04 16:15:00,0.56239974,0.43760028
2012-06-04 16:20:00,0.55096215,0.4490378
2012-06-04 16:25:00,0.5209638,0.47903627
2012-06-04 16:30:00,0.5250592,0.4749407
2012-06-04 16:35:00,0.57060647,0.42939353
2012-06-04 16:40:00,0.5455862,0.4544138
2012-06-04 16:45:00,0.5703861,0.42961392
2012-06-04 16:50:00,0.5571478,0.44285226
2012-06-04 16:55:00,0.57511014,0.4248899
2012-06-04 17:00:00,0.60308707,0.39691287
2012-06-04 17:05:00,0.5753477,0.42465222
2012-06-04 17:10:00,0.5465684,0.45343164
2012-06-04 17:15:00,0.5581415,0.44185844
2012-06-04 17:20:00,0.6311335,0.3688665
2012-06-04 17:25:00,0.5661669,0.43383306
2012-06-04 17:30:00,0.49109748,0.5089025
2012-06-04 17:35:00,0.57741606,0.42258388
2012-06-04 17:40:00,0.57238233,0.4276177
2012-06-04 17:45:00,0.6113304,0.38866958
2012-06-04 17:50:00,0.5545053,0.44549465
2012-06-04 17:55:00,0.5663674,0.43363258
2012-06-04 18:00:00,0.5767052,0.42329472
2012-06-04 18:05:00,0.600486,0.39951408
2012-06-04 18:10:00,0.58875054,0.41124946
2012-06-04 18:15:00,0.5413252,0.4586748
2012-06-04 18:20:00,0.57541263,0.4245874
2012-06-04 18:25:00,0.6039547,0.39604533
2012-06-04 18:30:00,0.56557316,0.4344269
2012-06-04 18:35:00,0.6037782,0.39622176
2012-06-04 18:40:00,0.5951655,0.40483448
2012-06-04 18:45:00,0.572727,0.42727295
2012-06-04 18:50:00,0.5354347,0.46456522
2012-06-04 18:55:00,0.5710018,0.42899826
2012-06-04 19:00:00,0.57518643,0.42481357
2012-06-04 19:05:00,0.5473459,0.45265415
2012-06-04 19:10:00,0.57381505,0.42618495
2012-06-04 19:15:00,0.58302397,0.41697606
2012-06-04 19:20:00,0.57154286,0.4284571
2012-06-04 19:25:00,0.55824846,0.4417515
2012-06-04 19:30:00,0.54385096,0.45614904
2012-06-04 19:35:00,0.4467102,0.5532898
2012-06-04 19:40:00,0.54703695,0.45296305
2012-06-04 19:45:00,0.43035668,0.5696433
2012-06-04 19:50:00,0.33054897,0.66945106
2012-06-04 19:55:00,0.39526695,0.60473305
2012-06-04 20:00:00,0.3269636,0.67303634
2012-06-04 20:05:00,0.3635547,0.63644534
2012-06-04 20:10:00,0.33935514,0.6606448
2012-06-04 20:15:00,0.35703775,0.64296216
2012-06-04 20:20:00,0.31824815,0.68175185
2012-06-04 20:25:00,0.32976127,0.67023873
2012-06-04 20:30:00,0.38248023,0.6175198
2012-06-04 20:35:00,0.33201852,0.66798145
2012-06-04 20:40:00,0.31010738,0.68989265
2012-06-04 20:45:00,0.36661735,0.63338274
2012-06-04 20:50:00,0.35848624,0.6415137
2012-06-04 20:55:00,0.33484977,0.66515017
2012-06-04 21:00:00,0.31347737,0.6865226
2012-06-04 21:05:00,0.3234977,0.6765023
2012-06-04 21:10:00,0.28452745,0.7154726
2012-06-04 21:15:00,0.283891,0.71610904
2012-06-04 21:20:00,0.40044048,0.5995595
2012-06-04 21:25:00,0.3747217,0.6252783
2012-06-04 21:30:00,0.42533258,0.5746674
2012-06-04 21:35:00,0.28527153,0.7147285
2012-06-04 21:40:00,0.31061107,0.6893889
2012-06-04 21:45:00,0.2714346,0.7285654
2012-06-04 21:50:00,0.29399395,0.706006
2012-06-04 21:55:00,0.4061565,0.59384346
2012-06-04 22:00:00,0.27091923,0.7290808
2012-06-04 22:05:00,0.49998856,0.5000115
2012-06-04 22:10:00,0.4071551,0.5928449
2012-06-04 22:15:00,0.2740151,0.72598493
2012-06-04 22:20:00,0.29868647,0.7013135
2012-06-04 22:25:00,0.30547896,0.69452107
2012-06-04 22:30:00,0.38442495,0.6155751
2012-06-04 22:35:00,0.28766942,0.7123306
2012-06-04 22:40:00,0.28448182,0.7155182
2012-06-04 22:45:00,0.27247912,0.72752094
2012-06-04 22:50:00,0.3416495,0.65835047
2012-06-04 22:55:00,0.3258235,0.67417645
2012-06-04 23:00:00,0.26899344,0.73100656
2012-06-04 23:05:00,0.31593084,0.68406916
2012-06-04 23:10:00,0.26904848,0.73095155
2012-06-04 23:15:00,0.43196645,0.5680335
2012-06-04 23:20:00,0.28120598,0.71879405
2012-06-04 23:25:00,0.2703428,0.72965723
2012-06-04 23:30:00,0.4213748,0.57862526
2012-06-04 23:35:00,0.49520275,0.5047972
2012-06-04 23:40:00,0.4335047,0.5664953
2012-06-04 23:45:00,0.49978068,0.5002194
2012-06-04 23:50:00,0.40308255,0.5969174
2012-06-04 23:55:00,0.2761485,0.7238515
2012-06-05 00:00:00,0.44699728,0.55300266
2012-06-05 00:05:00,0.26923746,0.7307626
2012-06-05 00:10:00,0.38518208,0.6148179
2012-06-05 00:15:00,0.27059075,0.7294093
2012-06-05 00:20:00,0.27682045,0.7231796
2012-06-05 00:25:00,0.45049042,0.5495096
2012-06-05 00:30:00,0.5,0.5
2012-06-05 00:35:00,0.49437085,0.50562906
2012-06-05 00:40:00,0.27800542,0.7219946
2012-06-05 00:45:00,0.38539243,0.6146076
2012-06-05 00:50:00,0.268944,0.731056
2012-06-05 00:55:00,0.26910305,0.73089695
2012-06-05 01:00:00,0.26936433,0.7306357
2012-06-05 01:05:00,0.3620571,0.63794285
2012-06-05 01:10:00,0.27037093,0.72962904
2012-06-05 01:15:00,0.3106223,0.68937767
2012-06-05 01:20:00,0.36613116,0.6338688
2012-06-05 01:25:00,0.4002034,0.5997966
2012-06-05 01:30:00,0.4972489,0.5027511
2012-06-05 01:35:00,0.49998975,0.50001025
2012-06-05 01:40:00,0.4675048,0.53249514
2012-06-05 01:45:00,0.4148642,0.5851358
2012-06-05 01:50:00,0.37395972,0.6260403
2012-06-05 01:55:00,0.49453953,0.50546044
2012-06-05 02:00:00,0.49996537,0.50003463
2012-06-05 02:05:00,0.4958754,0.5041246
2012-06-05 02:10:00,0.48860654,0.5113934
2012-06-05 02:15:00,0.49999964,0.50000036
2012-06-05 02:20:00,0.5,0.5
2012-06-05 02:25:00,0.49971092,0.50028914
2012-06-05 02:30:00,0.4983124,0.5016875
2012-06-05 02:35:00,0.44543228,0.5545677
2012-06-05 02:40:00,0.49547532,0.50452465
2012-06-05 02:45:00,0.41953614,0.5804638
2012-06-05 02:50:00,0.49898914,0.50101084
2012-06-05 02:55:00,0.30091432,0.69908565
2012-06-05 03:00:00,0.48345777,0.5165422
2012-06-05 03:05:00,0.49993768,0.50006235
2012-06-05 03:10:00,0.4999982,0.50000185
2012-06-05 03:15:00,0.41896367,0.5810363
2012-06-05 03:20:00,0.49999976,0.50000024
2012-06-05 03:25:00,0.49999934,0.5000007
2012-06-05 03:30:00,0.4995745,0.5004255
2012-06-05 03:35:00,0.49475828,0.50524175
2012-06-05 03:40:00,0.49999994,0.50000006
2012-06-05 03:45:00,0.5,0.5
2012-06-05 03:50:00,0.49997354,0.50002646
2012-06-05 03:55:00,0.5,0.5
2012-06-05 04:00:00,0.4861889,0.5138111
2012-06-05 04:05:00,0.4997206,0.5002795
2012-06-05 04:10:00,0.499051,0.50094897
2012-06-05 04:15:00,0.5,0.5
2012-06-05 04:20:00,0.49999934,0.5000007
2012-06-05 04:25:00,0.49993095,0.500069
2012-06-05 04:30:00,0.5,0.50000006
2012-06-05 04:35:00,0.5,0.5
2012-06-05 04:40:00,0.32826075,0.67173934
2012-06-05 04:45:00,0.49934646,0.5006535
2012-06-05 04:50:00,0.4987223,0.5012777
2012-06-05 04:55:00,0.5,0.5
2012-06-05 05:00:00,0.5,0.5
2012-06-05 05:05:00,0.5,0.5
2012-06-05 05:10:00,0.5,0.5
2012-06-05 05:15:00,0.47133866,0.5286614
2012-06-05 05:20:00,0.49429592,0.505704
2012-06-05 05:25:00,0.49999797,0.500002
2012-06-05 05:30:00,0.49861905,0.501381
2012-06-05 05:35:00,0.49999982,0.5000002
2012-06-05 05:40:00,0.49998063,0.5000194
2012-06-05 05:45:00,0.46717173,0.53282833
2012-06-05 05:50:00,0.27346152,0.72653854
2012-06-05 05:55:00,0.27216092,0.7278391
2012-06-05 06:00:00,0.27934456,0.72065544
2012-06-05 06:05:00,0.2785514,0.7214486
2012-06-05 06:10:00,0.3615604,0.6384396
2012-06-05 06:15:00,0.27448618,0.72551376
2012-06-05 06:20:00,0.26984468,0.73015535
2012-06-05 06:25:00,0.2962337,0.7037663
2012-06-05 06:30:00,0.27249554,0.72750443
2012-06-05 06:35:00,0.2696541,0.73034585
2012-06-05 06:40:00,0.27203575,0.7279643
2012-06-05 06:45:00,0.27193263,0.72806734
2012-06-05 06:50:00,0.27133778,0.72866213
2012-06-05 06:55:00,0.270593,0.729407
2012-06-05 07:00:00,0.2707456,0.72925436
2012-06-05 07:05:00,0.269243,0.730757
2012-06-05 07:10:00,0.2692658,0.7307342
2012-06-05 07:15:00,0.26931563,0.73068446
2012-06-05 07:20:00,0.26949847,0.73050153
2012-06-05 07:25:00,0.27010766,0.7298923
2012-06-05 07:30:00,0.27021,0.72979003
2012-06-05 07:35:00,0.26993334,0.7300667
2012-06-05 07:40:00,0.27111465,0.7288854
2012-06-05 07:45:00,0.26999596,0.7300041
2012-06-05 07:50:00,0.28083852,0.7191614
2012-06-05 07:55:00,0.27842462,0.7215754
2012-06-05 08:00:00,0.28248212,0.7175179
2012-06-05 08:05:00,0.28030473,0.7196953
2012-06-05 08:10:00,0.28183696,0.718163
2012-06-05 08:15:00,0.28573862,0.7142614
2012-06-05 08:20:00,0.29578704,0.70421296
2012-06-05 08:25:00,0.29063386,0.70936614
2012-06-05 08:30:00,0.296188,0.70381194
2012-06-05 08:35:00,0.28843343,0.7115665
2012-06-05 08:40:00,0.3019741,0.6980258
2012-06-05 08:45:00,0.3093042,0.69069576
2012-06-05 08:50:00,0.3162326,0.68376744
2012-06-05 08:55:00,0.29064885,0.7093512
2012-06-05 09:00:00,0.2979333,0.7020666
2012-06-05 09:05:00,0.28952774,0.7104722
2012-06-05 09:10:00,0.31130472,0.6886952
2012-06-05 09:15:00,0.30914494,0.690855
2012-06-05 09:20:00,0.30453792,0.6954621
2012-06-05 09:25:00,0.29481295,0.7051871
2012-06-05 09:30:00,0.29118186,0.70881814
2012-06-05 09:35:00,0.28634763,0.7136524
2012-06-05 09:40:00,0.28815284,0.7118471
2012-06-05 09:45:00,0.28759477,0.71240526
2012-06-05 09:50:00,0.2815738,0.7184262
2012-06-05 09:55:00,0.2910786,0.7089214
2012-06-05 10:00:00,0.27892813,0.72107184
2012-06-05 10:05:00,0.2793547,0.7206453
2012-06-05 10:10:00,0.2794864,0.72051364
2012-06-05 10:15:00,0.27767348,0.7223266
2012-06-05 10:20:00,0.2777389,0.72226113
2012-06-05 10:25:00,0.277753,0.72224694
2012-06-05 10:30:00,0.27915606,0.720844
2012-06-05 10:35:00,0.2802536,0.71974635
2012-06-05 10:40:00,0.27687645,0.72312355
2012-06-05 10:45:00,0.2845154,0.71548456
2012-06-05 10:50:00,0.2808535,0.7191465
2012-06-05 10:55:00,0.27748653,0.72251344
2012-06-05 11:00:00,0.30209795,0.697902
2012-06-05 11:05:00,0.38270336,0.61729664
2012-06-05 11:10:00,0.32262382,0.6773762
2012-06-05 11:15:00,0.43338254,0.5666174
2012-06-05 11:20:00,0.38798818,0.6120118
2012-06-05 11:25:00,0.30135703,0.698643
2012-06-05 11:30:00,0.341922,0.658078
2012-06-05 11:35:00,0.43351066,0.5664894
2012-06-05 11:40:00,0.32209358,0.67790645
2012-06-05 11:45:00,0.31552473,0.68447536
2012-06-05 11:50:00,0.31059292,0.6894071
2012-06-05 11:55:00,0.3437901,0.6562099
2012-06-05 12:00:00,0.3398886,0.6601114
2012-06-05 12:05:00,0.2970175,0.7029824
2012-06-05 12:10:00,0.35902014,0.6409799
2012-06-05 12:15:00,0.3151816,0.6848184
2012-06-05 12:20:00,0.3313675,0.66863245
2012-06-05 12:25:00,0.36111638,0.63888365
2012-06-05 12:30:00,0.29484698,0.705153
2012-06-05 12:35:00,0.35939333,0.64060664
2012-06-05 12:40:00,0.306186,0.693814
2012-06-05 12:45:00,0.3205772,0.67942274
2012-06-05 12:50:00,0.2984752,0.7015248
2012-06-05 12:55:00,0.2996754,0.70032454
2012-06-05 13:00:00,0.32699004,0.67300993
2012-06-05 13:05:00,0.2903986,0.7096014
2012-06-05 13:10:00,0.3751566,0.6248434
2012-06-05 13:15:00,0.38632783,0.6136722
2012-06-05 13:20:00,0.36330593,0.636694
2012-06-05 13:25:00,0.31718984,0.6828101
2012-06-05 13:30:00,0.3269727,0.6730273
2012-06-05 13:35:00,0.30866605,0.691334
2012-06-05 13:40:00,0.32615852,0.6738415
2012-06-05 13:45:00,0.31905648,0.6809436
2012-06-05 13:50:00,0.32668564,0.67331433
2012-06-05 13:55:00,0.34521982,0.6547802
2012-06-05 14:00:00,0.30890617,0.6910938
2012-06-05 14:05:00,0.35458618,0.6454139
2012-06-05 14:10:00,0.31878853,0.6812115
2012-06-05 14:15:00,0.36413762,0.63586235
2012-06-05 14:20:00,0.3135466,0.6864534
2012-06-05 14:25:00,0.35753593,0.6424641
2012-06-05 14:30:00,0.31517807,0.6848219
2012-06-05 14:35:00,0.3630259,0.63697416
2012-06-05 14:40:00,0.34419504,0.655805
2012-06-05 14:45:00,0.3124957,0.6875043
2012-06-05 14:50:00,0.37565497,0.624345
2012-06-05 14:55:00,0.41789526,0.58210474
2012-06-05 15:00:00,0.29953462,0.7004654
2012-06-05 15:05:00,0.32109305,0.6789069
2012-06-05 15:10:00,0.30119592,0.6988041
2012-06-05 15:15:00,0.31862366,0.68137634
2012-06-05 15:20:00,0.4054305,0.5945695
2012-06-05 15:25:00,0.34916043,0.6508396
2012-06-05 15:30:00,0.30453512,0.6954649
2012-06-05 15:35:00,0.36358908,0.6364109
2012-06-05 15:40:00,0.30849755,0.69150245
2012-06-05 15:45:00,0.45615134,0.5438486
2012-06-05 15:50:00,0.3225587,0.6774413
2012-06-05 15:55:00,0.35473144,0.64526856
2012-06-05 16:00:00,0.36676976,0.6332302
2012-06-05 16:05:00,0.37353474,0.62646526
2012-06-05 16:10:00,0.34404373,0.6559563
2012-06-05 16:15:00,0.3226176,0.6773824
2012-06-05 16:20:00,0.3528805,0.64711946
2012-06-05 16:25:00,0.32648265,0.67351735
2012-06-05 16:30:00,0.3661078,0.6338922
2012-06-05 16:35:00,0.38708547,0.6129145
2012-06-05 16:40:00,0.3541184,0.6458816
2012-06-05 16:45:00,0.3775278,0.6224723
2012-06-05 16:50:00,0.34802493,0.65197515
2012-06-05 16:55:00,0.3466486,0.65335137
2012-06-05 17:00:00,0.33857048,0.6614295
2012-06-05 17:05:00,0.35029742,0.6497026
2012-06-05 17:10:00,0.34065238,0.6593476
2012-06-05 17:15:00,0.37738764,0.6226124
2012-06-05 17:20:00,0.3341836,0.6658164
2012-06-05 17:25:00,0.37424484,0.62575525
2012-06-05 17:30:00,0.34676266,0.6532374
2012-06-05 17:35:00,0.3722952,0.6277048
2012-06-05 17:40:00,0.34146154,0.65853846
2012-06-05 17:45:00,0.39597455,0.6040255
2012-06-05 17:50:00,0.39383993,0.60616004
2012-06-05 17:55:00,0.36978057,0.63021934
2012-06-05 18:00:00,0.3491657,0.65083426
2012-06-05 18:05:00,0.4027428,0.59725714
2012-06-05 18:10:00,0.37860456,0.62139547
2012-06-05 18:15:00,0.33738047,0.66261953
2012-06-05 18:20:00,0.3032954,0.69670457
2012-06-05 18:25:00,0.31264836,0.68735164
2012-06-05 18:30:00,0.366676,0.63332397
2012-06-05 18:35:00,0.38725242,0.61274755
2012-06-05 18:40:00,0.34505755,0.6549424
2012-06-05 18:45:00,0.37168738,0.6283126
2012-06-05 18:50:00,0.36491364,0.63508636
2012-06-05 18:55:00,0.42275935,0.57724065
2012-06-05 19:00:00,0.4007963,0.5992037
2012-06-05 19:05:00,0.36943388,0.6305661
2012-06-05 19:10:00,0.40168393,0.5983161
2012-06-05 19:15:00,0.40012792,0.59987205
2012-06-05 19:20:00,0.38062406,0.6193759
2012-06-05 19:25:00,0.3719158,0.62808424
2012-06-05 19:30:00,0.35774457,0.64225537
2012-06-05 19:35:00,0.32825065,0.6717493
2012-06-05 19:40:00,0.34608802,0.653912
2012-06-05 19:45:00,0.36594728,0.63405275
2012-06-05 19:50:00,0.35227916,0.6477208
2012-06-05 19:55:00,0.34293756,0.6570624
2012-06-05 20:00:00,0.38986802,0.61013204
2012-06-05 20:05:00,0.399674,0.60032594
2012-06-05 20:10:00,0.34467354,0.6553264
2012-06-05 20:15:00,0.3399204,0.6600796
2012-06-05 20:20:00,0.30777448,0.6922256
2012-06-05 20:25:00,0.37183082,0.6281692
2012-06-05 20:30:00,0.35688183,0.64311814
2012-06-05 20:35:00,0.3336121,0.6663879
2012-06-05 20:40:00,0.35222346,0.64777654
2012-06-05 20:45:00,0.33891988,0.6610801
2012-06-05 20:50:00,0.33712637,0.6628736
2012-06-05 20:55:00,0.3779138,0.62208617
2012-06-05 21:00:00,0.34436324,0.6556368
2012-06-05 21:05:00,0.32797262,0.6720274
2012-06-05 21:10:00,0.3006758,0.6993242
2012-06-05 21:15:00,0.3260128,0.6739872
2012-06-05 21:20:00,0.3255908,0.6744092
2012-06-05 21:25:00,0.37620097,0.62379897
2012-06-05 21:30:00,0.37316993,0.6268301
2012-06-05 21:35:00,0.32287744,0.67712253
2012-06-05 21:40:00,0.34191832,0.6580817
2012-06-05 21:45:00,0.36029702,0.639703
2012-06-05 21:50:00,0.3443685,0.6556316
2012-06-05 21:55:00,0.33549586,0.6645042
2012-06-05 22:00:00,0.35292956,0.6470704
2012-06-05 22:05:00,0.35529244,0.6447075
2012-06-05 22:10:00,0.32318798,0.676812
2012-06-05 22:15:00,0.34410015,0.6558999
2012-06-05 22:20:00,0.33997655,0.66002345
2012-06-05 22:25:00,0.3513131,0.6486869
2012-06-05 22:30:00,0.36113992,0.63886017
2012-06-05 22:35:00,0.34003082,0.65996915
2012-06-05 22:40:00,0.34567377,0.65432614
2012-06-05 22:45:00,0.34511387,0.6548861
2012-06-05 22:50:00,0.3513921,0.6486079
2012-06-05 22:55:00,0.37788886,0.62211114
2012-06-05 23:00:00,0.4428104,0.5571896
2012-06-05 23:05:00,0.3291944,0.67080563
2012-06-05 23:10:00,0.38535318,0.6146468
2012-06-05 23:15:00,0.31884295,0.68115705
2012-06-05 23:20:00,0.36492735,0.63507265
2012-06-05 23:25:00,0.36349645,0.6365036
2012-06-05 23:30:00,0.37476218,0.6252378
2012-06-05 23:35:00,0.3371001,0.6628999
2012-06-05 23:40:00,0.35982198,0.640178
2012-06-05 23:45:00,0.3603829,0.63961715
2012-06-05 23:50:00,0.49842608,0.5015739
2012-06-05 23:55:00,0.28789002,0.71211
2012-06-06 00:00:00,0.49419037,0.50580966
2012-06-06 00:05:00,0.26912427,0.7308757
2012-06-06 00:10:00,0.38950682,0.6104932
2012-06-06 00:15:00,0.47780457,0.52219546
2012-06-06 00:20:00,0.491408,0.508592
2012-06-06 00:25:00,0.39554617,0.60445386
2012-06-06 00:30:00,0.40750498,0.592495
2012-06-06 00:35:00,0.34712788,0.65287215
2012-06-06 00:40:00,0.29763994,0.7023601
2012-06-06 00:45:00,0.4494931,0.5505069
2012-06-06 00:50:00,0.4130698,0.58693016
2012-06-06 00:55:00,0.2692441,0.73075587
2012-06-06 01:00:00,0.2689442,0.7310558
2012-06-06 01:05:00,0.3662342,0.63376576
2012-06-06 01:10:00,0.3025588,0.6974412
2012-06-06 01:15:00,0.32919732,0.6708027
2012-06-06 01:20:00,0.27262402,0.72737604
2012-06-06 01:25:00,0.26894745,0.7310526
2012-06-06 01:30:00,0.33859682,0.6614032
2012-06-06 01:35:00,0.27476662,0.7252334
2012-06-06 01:40:00,0.43009895,0.56990105
2012-06-06 01:45:00,0.26894164,0.73105836
2012-06-06 01:50:00,0.26894173,0.7310583
2012-06-06 01:55:00,0.4999932,0.50000685
2012-06-06 02:00:00,0.26894197,0.73105806
2012-06-06 02:05:00,0.49999785,0.5000022
2012-06-06 02:10:00,0.49986568,0.5001344
2012-06-06 02:15:00,0.26894355,0.73105645
2012-06-06 02:20:00,0.4547523,0.54524773
2012-06-06 02:25:00,0.4995029,0.5004971
2012-06-06 02:30:00,0.26915777,0.7308422
2012-06-06 02:35:00,0.49996787,0.5000321
2012-06-06 02:40:00,0.2689626,0.7310374
2012-06-06 02:45:00,0.49999672,0.5000033
2012-06-06 02:50:00,0.37068987,0.62931013
2012-06-06 02:55:00,0.26894146,0.73105854
2012-06-06 03:00:00,0.33231226,0.6676878
2012-06-06 03:05:00,0.5,0.5
2012-06-06 03:10:00,0.2689419,0.7310581
2012-06-06 03:15:00,0.36760697,0.63239306
2012-06-06 03:20:00,0.49762824,0.5023718
2012-06-06 03:25:00,0.26894212,0.7310578
2012-06-06 03:30:00,0.26894373,0.73105633
2012-06-06 03:35:00,0.26894155,0.7310585
2012-06-06 03:40:00,0.27433574,0.7256642
2012-06-06 03:45:00,0.4727941,0.5272059
2012-06-06 03:50:00,0.36872843,0.63127154
2012-06-06 03:55:00,0.46537364,0.5346264
2012-06-06 04:00:00,0.30173185,0.6982681
