,straight,left
2017-05-26 12:30:00,0.50056875,0.49943128
2017-05-26 12:35:00,0.51373386,0.4862662
2017-05-26 12:40:00,0.502895,0.49710503
2017-05-26 12:45:00,0.5124054,0.4875946
2017-05-26 12:50:00,0.50339454,0.49660543
2017-05-26 12:55:00,0.5057163,0.49428374
2017-05-26 13:00:00,0.5086818,0.49131823
2017-05-26 13:05:00,0.5016305,0.49836954
2017-05-26 13:10:00,0.5144658,0.48553422
2017-05-26 13:15:00,0.5169051,0.48309484
2017-05-26 13:20:00,0.5062723,0.49372774
2017-05-26 13:25:00,0.50224197,0.49775797
2017-05-26 13:30:00,0.5122813,0.48771873
2017-05-26 13:35:00,0.51291704,0.487083
2017-05-26 13:40:00,0.5085047,0.49149528
2017-05-26 13:45:00,0.5074422,0.49255785
2017-05-26 13:50:00,0.49203664,0.5079634
2017-05-26 13:55:00,0.50279486,0.4972052
2017-05-26 14:00:00,0.499947,0.500053
2017-05-26 14:05:00,0.4964015,0.5035985
2017-05-26 14:10:00,0.49867,0.50132996
2017-05-26 14:15:00,0.50949407,0.4905059
2017-05-26 14:20:00,0.5057224,0.4942776
2017-05-26 14:25:00,0.55754226,0.4424577
2017-05-26 14:30:00,0.55348825,0.44651178
2017-05-26 14:35:00,0.54632133,0.4536787
2017-05-26 14:40:00,0.52437806,0.47562197
2017-05-26 14:45:00,0.5255281,0.47447202
2017-05-26 14:50:00,0.5438483,0.4561517
2017-05-26 14:55:00,0.57930577,0.42069426
2017-05-26 15:00:00,0.52702606,0.47297397
2017-05-26 15:05:00,0.52415127,0.47584867
2017-05-26 15:10:00,0.5152133,0.4847867
2017-05-26 15:15:00,0.55281776,0.44718227
2017-05-26 15:20:00,0.5863882,0.4136118
2017-05-26 15:25:00,0.5744078,0.42559218
2017-05-26 15:30:00,0.68780166,0.3121983
2017-05-26 15:35:00,0.6083393,0.3916607
2017-05-26 15:40:00,0.5558083,0.44419166
2017-05-26 15:45:00,0.49811545,0.5018845
2017-05-26 15:50:00,0.49088222,0.5091178
2017-05-26 15:55:00,0.48991552,0.51008445
2017-05-26 16:00:00,0.61193967,0.38806033
2017-05-26 16:05:00,0.6844846,0.3155154
2017-05-26 16:10:00,0.70259845,0.29740152
2017-05-26 16:15:00,0.67728317,0.3227168
2017-05-26 16:20:00,0.69085324,0.30914676
2017-05-26 16:25:00,0.6330901,0.3669099
2017-05-26 16:30:00,0.6306147,0.36938533
2017-05-26 16:35:00,0.604959,0.39504096
2017-05-26 16:40:00,0.64672095,0.35327902
2017-05-26 16:45:00,0.6773791,0.32262096
2017-05-26 16:50:00,0.6961277,0.30387232
2017-05-26 16:55:00,0.7090555,0.2909445
2017-05-26 17:00:00,0.67811275,0.32188728
2017-05-26 17:05:00,0.661382,0.33861795
2017-05-26 17:10:00,0.66946244,0.33053756
2017-05-26 17:15:00,0.6541478,0.34585223
2017-05-26 17:20:00,0.6668368,0.33316323
2017-05-26 17:25:00,0.66702807,0.33297184
2017-05-26 17:30:00,0.6985434,0.30145657
2017-05-26 17:35:00,0.71058595,0.28941402
2017-05-26 17:40:00,0.71468526,0.2853148
2017-05-26 17:45:00,0.7035021,0.29649785
2017-05-26 17:50:00,0.6979462,0.3020539
2017-05-26 17:55:00,0.6732293,0.3267707
2017-05-26 18:00:00,0.7053764,0.29462364
2017-05-26 18:05:00,0.7021669,0.29783306
2017-05-26 18:10:00,0.6833959,0.31660402
2017-05-26 18:15:00,0.6913074,0.30869254
2017-05-26 18:20:00,0.67559034,0.32440963
2017-05-26 18:25:00,0.62490404,0.37509596
2017-05-26 18:30:00,0.64183253,0.35816747
2017-05-26 18:35:00,0.62387705,0.37612292
2017-05-26 18:40:00,0.68844885,0.31155115
2017-05-26 18:45:00,0.6239665,0.37603348
2017-05-26 18:50:00,0.6014591,0.39854094
2017-05-26 18:55:00,0.5710389,0.4289611
2017-05-26 19:00:00,0.6519285,0.3480715
2017-05-26 19:05:00,0.630964,0.36903608
2017-05-26 19:10:00,0.63975596,0.36024407
2017-05-26 19:15:00,0.5976279,0.40237212
2017-05-26 19:20:00,0.6399475,0.3600526
2017-05-26 19:25:00,0.5592562,0.4407438
2017-05-26 19:30:00,0.51022655,0.48977345
2017-05-26 19:35:00,0.51173806,0.48826194
2017-05-26 19:40:00,0.5378257,0.46217436
2017-05-26 19:45:00,0.5226717,0.47732827
2017-05-26 19:50:00,0.5474307,0.4525693
2017-05-26 19:55:00,0.57321465,0.42678535
2017-05-26 20:00:00,0.608143,0.39185703
2017-05-26 20:05:00,0.61732364,0.38267633
2017-05-26 20:10:00,0.55690163,0.44309843
2017-05-26 20:15:00,0.5572607,0.44273934
2017-05-26 20:20:00,0.5500162,0.4499837
2017-05-26 20:25:00,0.5150495,0.48495048
2017-05-26 20:30:00,0.54019696,0.45980301
2017-05-26 20:35:00,0.5041954,0.4958046
2017-05-26 20:40:00,0.50247365,0.49752635
2017-05-26 20:45:00,0.53101104,0.46898893
2017-05-26 20:50:00,0.51328754,0.48671243
2017-05-26 20:55:00,0.5013083,0.4986917
2017-05-26 21:00:00,0.50531155,0.49468848
2017-05-26 21:05:00,0.535585,0.464415
2017-05-26 21:10:00,0.56063396,0.439366
2017-05-26 21:15:00,0.5864501,0.4135499
2017-05-26 21:20:00,0.56122416,0.43877584
2017-05-26 21:25:00,0.59069943,0.4093006
2017-05-26 21:30:00,0.6193228,0.38067728
2017-05-26 21:35:00,0.61262363,0.3873763
2017-05-26 21:40:00,0.6064786,0.39352146
2017-05-26 21:45:00,0.61608315,0.38391683
2017-05-26 21:50:00,0.6125849,0.38741514
2017-05-26 21:55:00,0.58566916,0.41433084
2017-05-26 22:00:00,0.6044643,0.3955357
2017-05-26 22:05:00,0.6001544,0.39984557
2017-05-26 22:10:00,0.5678233,0.4321767
2017-05-26 22:15:00,0.587405,0.41259503
2017-05-26 22:20:00,0.597727,0.40227303
2017-05-26 22:25:00,0.6148175,0.3851825
2017-05-26 22:30:00,0.70111805,0.298882
2017-05-26 22:35:00,0.6942654,0.30573452
2017-05-26 22:40:00,0.6945849,0.30541512
2017-05-26 22:45:00,0.72175604,0.27824393
2017-05-26 22:50:00,0.6955578,0.3044423
2017-05-26 22:55:00,0.7111258,0.2888742
2017-05-26 23:00:00,0.70572025,0.29427975
2017-05-26 23:05:00,0.71012664,0.28987333
2017-05-26 23:10:00,0.6546047,0.34539542
2017-05-26 23:15:00,0.68898255,0.31101745
2017-05-26 23:20:00,0.6266958,0.37330416
2017-05-26 23:25:00,0.6708174,0.32918265
2017-05-26 23:30:00,0.63050663,0.36949337
2017-05-26 23:35:00,0.6331937,0.36680633
2017-05-26 23:40:00,0.57569206,0.42430788
2017-05-26 23:45:00,0.6910382,0.30896184
2017-05-26 23:50:00,0.6306462,0.36935377
2017-05-26 23:55:00,0.6562019,0.34379807
2017-05-27 00:00:00,0.6961335,0.3038665
2017-05-27 00:05:00,0.70412564,0.2958743
2017-05-27 00:10:00,0.6984052,0.30159476
2017-05-27 00:15:00,0.68945384,0.31054622
2017-05-27 00:20:00,0.65203667,0.34796336
2017-05-27 00:25:00,0.5423547,0.45764533
2017-05-27 00:30:00,0.60365075,0.39634925
2017-05-27 00:35:00,0.6389473,0.36105272
2017-05-27 00:40:00,0.69664794,0.30335206
2017-05-27 00:45:00,0.6629852,0.3370148
2017-05-27 00:50:00,0.66484356,0.33515644
2017-05-27 00:55:00,0.644236,0.355764
2017-05-27 01:00:00,0.6947463,0.30525368
2017-05-27 01:05:00,0.68723917,0.3127609
2017-05-27 01:10:00,0.6658934,0.33410662
2017-05-27 01:15:00,0.56078774,0.43921232
2017-05-27 01:20:00,0.706408,0.293592
2017-05-27 01:25:00,0.6225358,0.3774642
2017-05-27 01:30:00,0.7005916,0.29940835
2017-05-27 01:35:00,0.7033606,0.29663932
2017-05-27 01:40:00,0.69696444,0.30303562
2017-05-27 01:45:00,0.6665916,0.3334084
2017-05-27 01:50:00,0.62230206,0.37769797
2017-05-27 01:55:00,0.6443668,0.35563317
2017-05-27 02:00:00,0.66753596,0.332464
2017-05-27 02:05:00,0.6566816,0.3433184
2017-05-27 02:10:00,0.69425696,0.30574304
2017-05-27 02:15:00,0.6444466,0.35555342
2017-05-27 02:20:00,0.634768,0.365232
2017-05-27 02:25:00,0.7076748,0.29232517
2017-05-27 02:30:00,0.6786236,0.32137635
2017-05-27 02:35:00,0.66862375,0.33137622
2017-05-27 02:40:00,0.6238816,0.37611848
2017-05-27 02:45:00,0.67923003,0.32076997
2017-05-27 02:50:00,0.67257345,0.32742655
2017-05-27 02:55:00,0.6198221,0.3801779
2017-05-27 03:00:00,0.68004656,0.31995347
2017-05-27 03:05:00,0.6767851,0.32321486
2017-05-27 03:10:00,0.6064409,0.39355913
2017-05-27 03:15:00,0.6566416,0.34335843
2017-05-27 03:20:00,0.6658145,0.33418545
2017-05-27 03:25:00,0.5970223,0.4029777
2017-05-27 03:30:00,0.68475723,0.3152428
2017-05-27 03:35:00,0.62242246,0.37757748
2017-05-27 03:40:00,0.65952766,0.34047237
2017-05-27 03:45:00,0.6468531,0.35314697
2017-05-27 03:50:00,0.66410124,0.33589873
2017-05-27 03:55:00,0.6649406,0.3350594
2017-05-27 04:00:00,0.6245322,0.3754678
2017-05-27 04:05:00,0.71808636,0.28191367
2017-05-27 04:10:00,0.550881,0.449119
2017-05-27 04:15:00,0.7116235,0.28837645
2017-05-27 04:20:00,0.617091,0.38290903
2017-05-27 04:25:00,0.65329456,0.34670544
2017-05-27 04:30:00,0.68925554,0.3107444
2017-05-27 04:35:00,0.7124485,0.28755146
2017-05-27 04:40:00,0.6967861,0.30321392
2017-05-27 04:45:00,0.67366403,0.326336
2017-05-27 04:50:00,0.6549363,0.3450636
2017-05-27 04:55:00,0.63282746,0.36717257
2017-05-27 05:00:00,0.6406401,0.35935986
2017-05-27 05:05:00,0.6850666,0.31493342
2017-05-27 05:10:00,0.66649276,0.3335072
2017-05-27 05:15:00,0.6819885,0.31801155
2017-05-27 05:20:00,0.66180223,0.33819777
2017-05-27 05:25:00,0.6847198,0.31528014
2017-05-27 05:30:00,0.7022697,0.29773033
2017-05-27 05:35:00,0.64000946,0.3599905
2017-05-27 05:40:00,0.72136205,0.278638
2017-05-27 05:45:00,0.55684006,0.44316
2017-05-27 05:50:00,0.65179455,0.34820542
2017-05-27 05:55:00,0.7206481,0.2793519
2017-05-27 06:00:00,0.6676461,0.3323539
2017-05-27 06:05:00,0.6946484,0.30535161
2017-05-27 06:10:00,0.7215248,0.27847522
2017-05-27 06:15:00,0.7091045,0.29089558
2017-05-27 06:20:00,0.70720094,0.29279912
2017-05-27 06:25:00,0.70710194,0.29289797
2017-05-27 06:30:00,0.67123175,0.32876828
2017-05-27 06:35:00,0.65192163,0.34807843
2017-05-27 06:40:00,0.69825864,0.3017414
2017-05-27 06:45:00,0.70900446,0.29099557
2017-05-27 06:50:00,0.55383945,0.44616058
2017-05-27 06:55:00,0.570321,0.42967898
2017-05-27 07:00:00,0.63186765,0.36813235
2017-05-27 07:05:00,0.5755557,0.4244443
2017-05-27 07:10:00,0.61871797,0.38128197
2017-05-27 07:15:00,0.69269794,0.3073021
2017-05-27 07:20:00,0.67605317,0.32394692
2017-05-27 07:25:00,0.5037578,0.49624225
2017-05-27 07:30:00,0.5420132,0.4579867
2017-05-27 07:35:00,0.57501316,0.42498684
2017-05-27 07:40:00,0.5896013,0.41039872
2017-05-27 07:45:00,0.52361214,0.47638786
2017-05-27 07:50:00,0.5883211,0.4116789
2017-05-27 07:55:00,0.7190103,0.2809897
2017-05-27 08:00:00,0.71598804,0.284012
2017-05-27 08:05:00,0.6616616,0.33833843
2017-05-27 08:10:00,0.5195242,0.48047575
2017-05-27 08:15:00,0.6172036,0.38279644
2017-05-27 08:20:00,0.71230316,0.28769678
2017-05-27 08:25:00,0.63605136,0.36394867
2017-05-27 08:30:00,0.62796456,0.3720354
2017-05-27 08:35:00,0.7209355,0.27906454
2017-05-27 08:40:00,0.70425767,0.29574236
2017-05-27 08:45:00,0.7074562,0.2925438
2017-05-27 08:50:00,0.7102416,0.28975844
2017-05-27 08:55:00,0.6898753,0.3101247
2017-05-27 09:00:00,0.6890201,0.31097993
2017-05-27 09:05:00,0.5778636,0.42213643
2017-05-27 09:10:00,0.54340947,0.4565905
2017-05-27 09:15:00,0.5395159,0.46048406
2017-05-27 09:20:00,0.54009575,0.45990425
2017-05-27 09:25:00,0.56647545,0.43352455
2017-05-27 09:30:00,0.5345928,0.46540722
2017-05-27 09:35:00,0.58589,0.41410995
2017-05-27 09:40:00,0.5905805,0.40941945
2017-05-27 09:45:00,0.6066437,0.39335632
2017-05-27 09:50:00,0.5473897,0.45261037
2017-05-27 09:55:00,0.5519205,0.44807956
2017-05-27 10:00:00,0.5480335,0.45196652
2017-05-27 10:05:00,0.51807255,0.4819275
2017-05-27 10:10:00,0.509098,0.49090204
2017-05-27 10:15:00,0.5210962,0.4789038
2017-05-27 10:20:00,0.5190942,0.4809058
2017-05-27 10:25:00,0.5204025,0.4795975
2017-05-27 10:30:00,0.5634956,0.43650445
2017-05-27 10:35:00,0.5265837,0.47341633
2017-05-27 10:40:00,0.55416363,0.4458364
2017-05-27 10:45:00,0.6100938,0.38990626
2017-05-27 10:50:00,0.64090323,0.35909683
2017-05-27 10:55:00,0.69048613,0.3095139
2017-05-27 11:00:00,0.6797286,0.32027134
2017-05-27 11:05:00,0.7208882,0.2791118
2017-05-27 11:10:00,0.72519004,0.27481005
2017-05-27 11:15:00,0.7243319,0.27566805
2017-05-27 11:20:00,0.6975035,0.30249655
2017-05-27 11:25:00,0.68267685,0.31732318
2017-05-27 11:30:00,0.6059857,0.39401433
2017-05-27 11:35:00,0.53211963,0.4678804
2017-05-27 11:40:00,0.5839296,0.41607037
2017-05-27 11:45:00,0.51305604,0.486944
2017-05-27 11:50:00,0.5312115,0.4687885
2017-05-27 11:55:00,0.5150701,0.48492992
2017-05-27 12:00:00,0.5182353,0.4817646
2017-05-27 12:05:00,0.52873695,0.4712631
2017-05-27 12:10:00,0.51702726,0.48297274
2017-05-27 12:15:00,0.50626564,0.4937343
2017-05-27 12:20:00,0.50153047,0.49846947
2017-05-27 12:25:00,0.48981315,0.5101869
2017-05-27 12:30:00,0.48873243,0.51126754
2017-05-27 12:35:00,0.48890352,0.5110964
2017-05-27 12:40:00,0.48956135,0.51043874
2017-05-27 12:45:00,0.4932308,0.5067692
2017-05-27 12:50:00,0.49209183,0.5079082
2017-05-27 12:55:00,0.48919165,0.51080835
2017-05-27 13:00:00,0.49921483,0.50078523
2017-05-27 13:05:00,0.48436204,0.51563793
2017-05-27 13:10:00,0.50178653,0.49821347
2017-05-27 13:15:00,0.49178994,0.50821006
2017-05-27 13:20:00,0.49139583,0.50860417
2017-05-27 13:25:00,0.49979818,0.50020176
2017-05-27 13:30:00,0.49869013,0.5013098
2017-05-27 13:35:00,0.5030429,0.4969571
2017-05-27 13:40:00,0.4982515,0.5017485
2017-05-27 13:45:00,0.5014445,0.49855554
2017-05-27 13:50:00,0.48808515,0.51191485
2017-05-27 13:55:00,0.49953893,0.5004611
2017-05-27 14:00:00,0.5126702,0.48732978
2017-05-27 14:05:00,0.51757044,0.4824296
2017-05-27 14:10:00,0.50653493,0.49346507
2017-05-27 14:15:00,0.49974626,0.50025374
2017-05-27 14:20:00,0.48633504,0.51366496
2017-05-27 14:25:00,0.4849235,0.51507646
2017-05-27 14:30:00,0.497507,0.5024929
2017-05-27 14:35:00,0.498957,0.5010429
2017-05-27 14:40:00,0.49466914,0.5053308
2017-05-27 14:45:00,0.46105176,0.5389483
2017-05-27 14:50:00,0.4506466,0.5493534
2017-05-27 14:55:00,0.4692094,0.5307906
2017-05-27 15:00:00,0.46462154,0.53537846
2017-05-27 15:05:00,0.466261,0.53373903
2017-05-27 15:10:00,0.47863844,0.5213616
2017-05-27 15:15:00,0.4986639,0.50133616
2017-05-27 15:20:00,0.47061613,0.52938384
2017-05-27 15:25:00,0.48952532,0.51047474
2017-05-27 15:30:00,0.50545615,0.49454388
2017-05-27 15:35:00,0.47721618,0.5227838
2017-05-27 15:40:00,0.49279857,0.5072014
2017-05-27 15:45:00,0.4885381,0.5114619
2017-05-27 15:50:00,0.4917893,0.5082107
2017-05-27 15:55:00,0.46667734,0.53332263
2017-05-27 16:00:00,0.49470887,0.50529116
2017-05-27 16:05:00,0.49581078,0.50418925
2017-05-27 16:10:00,0.49055186,0.5094482
2017-05-27 16:15:00,0.49809703,0.501903
2017-05-27 16:20:00,0.4947939,0.5052061
2017-05-27 16:25:00,0.4942683,0.5057317
2017-05-27 16:30:00,0.49361256,0.5063874
2017-05-27 16:35:00,0.4958177,0.50418234
2017-05-27 16:40:00,0.4917279,0.5082722
2017-05-27 16:45:00,0.49510503,0.504895
2017-05-27 16:50:00,0.47919098,0.520809
2017-05-27 16:55:00,0.49551138,0.50448865
2017-05-27 17:00:00,0.49524453,0.50475544
2017-05-27 17:05:00,0.48895112,0.5110489
2017-05-27 17:10:00,0.47720286,0.52279717
2017-05-27 17:15:00,0.48733777,0.5126622
2017-05-27 17:20:00,0.48920253,0.5107975
2017-05-27 17:25:00,0.49481767,0.5051823
2017-05-27 17:30:00,0.4906873,0.5093127
2017-05-27 17:35:00,0.49674943,0.5032506
2017-05-27 17:40:00,0.45966974,0.5403303
2017-05-27 17:45:00,0.48875028,0.5112497
2017-05-27 17:50:00,0.48215774,0.5178423
2017-05-27 17:55:00,0.483393,0.51660705
2017-05-27 18:00:00,0.47293106,0.52706885
2017-05-27 18:05:00,0.47085762,0.52914244
2017-05-27 18:10:00,0.48900172,0.51099825
2017-05-27 18:15:00,0.4741382,0.5258618
2017-05-27 18:20:00,0.48750004,0.5125
2017-05-27 18:25:00,0.49799064,0.5020094
