,straight,right
2017-05-26 00:05:00,0.55377257,0.4462274
2017-05-26 00:10:00,0.5562361,0.44376385
2017-05-26 00:15:00,0.5834953,0.4165047
2017-05-26 00:20:00,0.5395659,0.4604341
2017-05-26 00:25:00,0.551339,0.44866103
2017-05-26 00:30:00,0.5785181,0.42148197
2017-05-26 00:35:00,0.53176355,0.46823645
2017-05-26 00:40:00,0.5762669,0.42373314
2017-05-26 00:45:00,0.5847436,0.41525638
2017-05-26 00:50:00,0.59257674,0.4074232
2017-05-26 00:55:00,0.5876063,0.41239366
2017-05-26 01:00:00,0.57643056,0.42356947
2017-05-26 01:05:00,0.53222406,0.46777594
2017-05-26 01:10:00,0.6100363,0.38996375
2017-05-26 01:15:00,0.5624735,0.4375265
2017-05-26 01:20:00,0.64304715,0.35695288
2017-05-26 01:25:00,0.57511026,0.42488974
2017-05-26 01:30:00,0.59692776,0.4030722
2017-05-26 01:35:00,0.5459644,0.45403564
2017-05-26 01:40:00,0.6242089,0.37579107
2017-05-26 01:45:00,0.67510897,0.324891
2017-05-26 01:50:00,0.66813,0.33187
2017-05-26 01:55:00,0.6043684,0.39563164
2017-05-26 02:00:00,0.6367368,0.36326322
2017-05-26 02:05:00,0.673468,0.32653207
2017-05-26 02:10:00,0.68988496,0.31011504
2017-05-26 02:15:00,0.6360172,0.36398277
2017-05-26 02:20:00,0.6881395,0.31186053
2017-05-26 02:25:00,0.6021407,0.39785922
2017-05-26 02:30:00,0.7168055,0.28319445
2017-05-26 02:35:00,0.65191793,0.3480821
2017-05-26 02:40:00,0.5884701,0.41152987
2017-05-26 02:45:00,0.6685142,0.33148584
2017-05-26 02:50:00,0.68976563,0.3102344
2017-05-26 02:55:00,0.66879314,0.33120692
2017-05-26 03:00:00,0.6163605,0.38363948
2017-05-26 03:05:00,0.6390086,0.36099145
2017-05-26 03:10:00,0.5879368,0.41206315
2017-05-26 03:15:00,0.6663555,0.3336445
2017-05-26 03:20:00,0.6924646,0.30753544
2017-05-26 03:25:00,0.6678625,0.3321375
2017-05-26 03:30:00,0.7042151,0.2957849
2017-05-26 03:35:00,0.53903615,0.4609639
2017-05-26 03:40:00,0.5968654,0.40313455
2017-05-26 03:45:00,0.5497414,0.45025858
2017-05-26 03:50:00,0.55216587,0.4478341
2017-05-26 03:55:00,0.63539064,0.36460927
2017-05-26 04:00:00,0.52611315,0.47388688
2017-05-26 04:05:00,0.6520324,0.34796762
2017-05-26 04:10:00,0.62335074,0.3766492
2017-05-26 04:15:00,0.5573935,0.44260654
2017-05-26 04:20:00,0.6236725,0.37632754
2017-05-26 04:25:00,0.5517208,0.4482792
2017-05-26 04:30:00,0.471779,0.528221
2017-05-26 04:35:00,0.6155426,0.38445747
2017-05-26 04:40:00,0.68843913,0.31156087
2017-05-26 04:45:00,0.65063345,0.34936652
2017-05-26 04:50:00,0.37368986,0.62631005
2017-05-26 04:55:00,0.58333236,0.41666764
2017-05-26 05:00:00,0.6084208,0.3915792
2017-05-26 05:05:00,0.4713572,0.5286428
2017-05-26 05:10:00,0.5337017,0.46629834
2017-05-26 05:15:00,0.6662192,0.3337808
2017-05-26 05:20:00,0.37686446,0.6231355
2017-05-26 05:25:00,0.626702,0.37329802
2017-05-26 05:30:00,0.49972153,0.50027853
2017-05-26 05:35:00,0.70261526,0.29738477
2017-05-26 05:40:00,0.60617954,0.3938205
2017-05-26 05:45:00,0.7192528,0.28074723
2017-05-26 05:50:00,0.7238084,0.27619153
2017-05-26 05:55:00,0.71727765,0.28272238
2017-05-26 06:00:00,0.728775,0.27122498
2017-05-26 06:05:00,0.68767124,0.31232873
2017-05-26 06:10:00,0.6778973,0.32210273
2017-05-26 06:15:00,0.69389427,0.3061057
2017-05-26 06:20:00,0.6605869,0.33941314
2017-05-26 06:25:00,0.63810134,0.3618986
2017-05-26 06:30:00,0.65969,0.34030992
2017-05-26 06:35:00,0.65000033,0.34999967
2017-05-26 06:40:00,0.64425856,0.3557414
2017-05-26 06:45:00,0.62968355,0.37031642
2017-05-26 06:50:00,0.65804064,0.34195936
2017-05-26 06:55:00,0.6024512,0.39754874
2017-05-26 07:00:00,0.6231013,0.37689874
2017-05-26 07:05:00,0.621854,0.37814593
2017-05-26 07:10:00,0.624544,0.375456
2017-05-26 07:15:00,0.62209505,0.37790504
2017-05-26 07:20:00,0.5667322,0.43326786
2017-05-26 07:25:00,0.59552956,0.40447044
2017-05-26 07:30:00,0.61270463,0.38729537
2017-05-26 07:35:00,0.5791022,0.42089787
2017-05-26 07:40:00,0.5759955,0.4240045
2017-05-26 07:45:00,0.56070644,0.43929356
2017-05-26 07:50:00,0.5142584,0.48574165
2017-05-26 07:55:00,0.5147728,0.4852273
2017-05-26 08:00:00,0.5228731,0.4771269
2017-05-26 08:05:00,0.5336212,0.4663789
2017-05-26 08:10:00,0.49548662,0.5045134
2017-05-26 08:15:00,0.50703865,0.4929613
2017-05-26 08:20:00,0.5263307,0.4736693
2017-05-26 08:25:00,0.51641357,0.4835864
2017-05-26 08:30:00,0.5459174,0.45408264
2017-05-26 08:35:00,0.686412,0.31358796
2017-05-26 08:40:00,0.7192297,0.28077036
2017-05-26 08:45:00,0.6917753,0.30822465
2017-05-26 08:50:00,0.6010499,0.39895013
2017-05-26 08:55:00,0.60142416,0.39857578
2017-05-26 09:00:00,0.5155631,0.484437
2017-05-26 09:05:00,0.4302109,0.5697892
2017-05-26 09:10:00,0.45473692,0.54526305
2017-05-26 09:15:00,0.40691704,0.593083
2017-05-26 09:20:00,0.4417995,0.5582005
2017-05-26 09:25:00,0.48975158,0.51024836
2017-05-26 09:30:00,0.47374824,0.52625173
2017-05-26 09:35:00,0.4656686,0.5343314
2017-05-26 09:40:00,0.46242306,0.5375769
2017-05-26 09:45:00,0.48313323,0.51686674
2017-05-26 09:50:00,0.48936298,0.510637
2017-05-26 09:55:00,0.48930287,0.5106971
2017-05-26 10:00:00,0.4936974,0.5063026
2017-05-26 10:05:00,0.49394262,0.5060573
2017-05-26 10:10:00,0.49908292,0.500917
2017-05-26 10:15:00,0.4922129,0.5077871
2017-05-26 10:20:00,0.49799576,0.5020042
2017-05-26 10:25:00,0.49690703,0.50309294
2017-05-26 10:30:00,0.49014756,0.50985247
2017-05-26 10:35:00,0.4973647,0.5026353
2017-05-26 10:40:00,0.49405938,0.5059406
2017-05-26 10:45:00,0.48782948,0.5121705
2017-05-26 10:50:00,0.47905463,0.5209454
2017-05-26 10:55:00,0.46348637,0.5365137
2017-05-26 11:00:00,0.43059793,0.569402
2017-05-26 11:05:00,0.45594037,0.5440596
2017-05-26 11:10:00,0.489743,0.51025695
2017-05-26 11:15:00,0.49287292,0.507127
2017-05-26 11:20:00,0.50115114,0.4988489
2017-05-26 11:25:00,0.49886093,0.50113904
2017-05-26 11:30:00,0.49169233,0.5083077
2017-05-26 11:35:00,0.47918946,0.5208106
2017-05-26 11:40:00,0.49286819,0.5071318
2017-05-26 11:45:00,0.49657914,0.5034208
2017-05-26 11:50:00,0.49747238,0.5025276
2017-05-26 11:55:00,0.49561003,0.50439
2017-05-26 12:00:00,0.49705565,0.5029443
2017-05-26 12:05:00,0.49766722,0.50233275
2017-05-26 12:10:00,0.4971792,0.5028208
2017-05-26 12:15:00,0.4964432,0.5035567
2017-05-26 12:20:00,0.49808457,0.50191545
2017-05-26 12:25:00,0.49531934,0.50468063
2017-05-26 12:30:00,0.4931361,0.5068639
2017-05-26 12:35:00,0.48650253,0.5134975
2017-05-26 12:40:00,0.4806452,0.5193548
2017-05-26 12:45:00,0.49289078,0.5071092
2017-05-26 12:50:00,0.49000758,0.5099924
2017-05-26 12:55:00,0.48722762,0.5127723
2017-05-26 13:00:00,0.4901454,0.5098546
2017-05-26 13:05:00,0.49166483,0.5083351
2017-05-26 13:10:00,0.4920798,0.5079202
2017-05-26 13:15:00,0.49629924,0.50370073
2017-05-26 13:20:00,0.49084967,0.5091503
2017-05-26 13:25:00,0.48110387,0.51889616
2017-05-26 13:30:00,0.48368475,0.5163153
2017-05-26 13:35:00,0.47863686,0.5213631
2017-05-26 13:40:00,0.49235007,0.50764996
2017-05-26 13:45:00,0.48535866,0.51464134
2017-05-26 13:50:00,0.48291168,0.5170883
2017-05-26 13:55:00,0.48487186,0.5151282
2017-05-26 14:00:00,0.49423173,0.5057683
2017-05-26 14:05:00,0.4921158,0.5078842
2017-05-26 14:10:00,0.47027275,0.5297272
2017-05-26 14:15:00,0.49206787,0.5079321
2017-05-26 14:20:00,0.48448294,0.515517
2017-05-26 14:25:00,0.49549296,0.50450695
2017-05-26 14:30:00,0.48838982,0.51161015
2017-05-26 14:35:00,0.49345767,0.5065423
2017-05-26 14:40:00,0.48934847,0.5106515
2017-05-26 14:45:00,0.4899248,0.5100753
2017-05-26 14:50:00,0.49632457,0.5036754
2017-05-26 14:55:00,0.49652702,0.503473
2017-05-26 15:00:00,0.49829477,0.50170517
2017-05-26 15:05:00,0.493428,0.506572
2017-05-26 15:10:00,0.47797033,0.52202964
2017-05-26 15:15:00,0.49435344,0.5056465
2017-05-26 15:20:00,0.49683532,0.50316465
2017-05-26 15:25:00,0.49150845,0.5084916
2017-05-26 15:30:00,0.4813256,0.51867443
2017-05-26 15:35:00,0.4554689,0.54453117
2017-05-26 15:40:00,0.45314676,0.54685324
2017-05-26 15:45:00,0.4549246,0.54507536
2017-05-26 15:50:00,0.26901838,0.73098165
2017-05-26 15:55:00,0.2689866,0.73101336
2017-05-26 16:00:00,0.27531576,0.7246842
2017-05-26 16:05:00,0.4021103,0.5978897
2017-05-26 16:10:00,0.525592,0.47440797
2017-05-26 16:15:00,0.47898436,0.5210157
2017-05-26 16:20:00,0.5173456,0.48265436
2017-05-26 16:25:00,0.51782984,0.48217013
2017-05-26 16:30:00,0.47323605,0.5267639
2017-05-26 16:35:00,0.47944325,0.52055675
2017-05-26 16:40:00,0.47655627,0.5234437
2017-05-26 16:45:00,0.46855822,0.53144175
2017-05-26 16:50:00,0.4184914,0.5815086
2017-05-26 16:55:00,0.4206995,0.5793005
2017-05-26 17:00:00,0.44374478,0.5562552
2017-05-26 17:05:00,0.43527654,0.5647235
2017-05-26 17:10:00,0.44961056,0.55038947
2017-05-26 17:15:00,0.44751972,0.5524802
2017-05-26 17:20:00,0.2770489,0.72295105
2017-05-26 17:25:00,0.31949362,0.68050635
2017-05-26 17:30:00,0.30567375,0.6943262
2017-05-26 17:35:00,0.30891308,0.69108695
2017-05-26 17:40:00,0.32656637,0.6734336
2017-05-26 17:45:00,0.27809525,0.72190475
2017-05-26 17:50:00,0.2704026,0.7295974
2017-05-26 17:55:00,0.27291408,0.7270859
2017-05-26 18:00:00,0.27513474,0.7248653
2017-05-26 18:05:00,0.2929298,0.7070702
2017-05-26 18:10:00,0.32219926,0.6778007
2017-05-26 18:15:00,0.28162104,0.71837896
2017-05-26 18:20:00,0.2778595,0.7221405
2017-05-26 18:25:00,0.28037477,0.71962523
2017-05-26 18:30:00,0.2999672,0.70003283
2017-05-26 18:35:00,0.3127295,0.6872705
2017-05-26 18:40:00,0.38696042,0.61303955
2017-05-26 18:45:00,0.4467147,0.5532853
2017-05-26 18:50:00,0.53806674,0.46193328
2017-05-26 18:55:00,0.51893026,0.4810697
2017-05-26 19:00:00,0.5663116,0.43368843
2017-05-26 19:05:00,0.45272052,0.5472795
2017-05-26 19:10:00,0.48016542,0.5198345
2017-05-26 19:15:00,0.44534165,0.5546583
2017-05-26 19:20:00,0.46995977,0.53004026
2017-05-26 19:25:00,0.44387537,0.5561246
2017-05-26 19:30:00,0.44103405,0.5589659
2017-05-26 19:35:00,0.43302935,0.56697065
2017-05-26 19:40:00,0.44930485,0.55069524
2017-05-26 19:45:00,0.41466168,0.5853383
2017-05-26 19:50:00,0.41659,0.58341
2017-05-26 19:55:00,0.43274292,0.5672571
2017-05-26 20:00:00,0.4304024,0.56959766
2017-05-26 20:05:00,0.40281552,0.5971844
2017-05-26 20:10:00,0.41378054,0.58621943
2017-05-26 20:15:00,0.42047146,0.57952857
2017-05-26 20:20:00,0.39245734,0.6075426
2017-05-26 20:25:00,0.38905844,0.6109415
2017-05-26 20:30:00,0.4510916,0.5489084
2017-05-26 20:35:00,0.4185255,0.58147454
2017-05-26 20:40:00,0.4300716,0.5699284
2017-05-26 20:45:00,0.42923367,0.5707664
2017-05-26 20:50:00,0.43317005,0.56683004
2017-05-26 20:55:00,0.3800779,0.61992216
2017-05-26 21:00:00,0.39756477,0.6024353
2017-05-26 21:05:00,0.44293675,0.5570632
2017-05-26 21:10:00,0.44209746,0.5579025
2017-05-26 21:15:00,0.44537416,0.5546258
2017-05-26 21:20:00,0.40209815,0.5979019
2017-05-26 21:25:00,0.42165032,0.57834965
2017-05-26 21:30:00,0.44234696,0.557653
2017-05-26 21:35:00,0.43846762,0.5615324
2017-05-26 21:40:00,0.44384965,0.5561503
2017-05-26 21:45:00,0.41317588,0.5868241
2017-05-26 21:50:00,0.4322575,0.5677425
2017-05-26 21:55:00,0.44346192,0.55653805
2017-05-26 22:00:00,0.49035728,0.5096427
2017-05-26 22:05:00,0.51473653,0.48526344
2017-05-26 22:10:00,0.51149493,0.4885051
2017-05-26 22:15:00,0.53012466,0.4698754
2017-05-26 22:20:00,0.53127813,0.4687218
2017-05-26 22:25:00,0.5147187,0.4852812
2017-05-26 22:30:00,0.62014616,0.37985387
2017-05-26 22:35:00,0.55143857,0.44856146
2017-05-26 22:40:00,0.5027016,0.49729842
2017-05-26 22:45:00,0.5113027,0.48869732
2017-05-26 22:50:00,0.5122808,0.4877192
2017-05-26 22:55:00,0.50159806,0.49840194
2017-05-26 23:00:00,0.5049769,0.4950231
2017-05-26 23:05:00,0.5308898,0.46911022
2017-05-26 23:10:00,0.50148493,0.49851507
2017-05-26 23:15:00,0.50640947,0.49359056
2017-05-26 23:20:00,0.50437075,0.49562922
2017-05-26 23:25:00,0.50205034,0.49794963
2017-05-26 23:30:00,0.52299035,0.4770097
2017-05-26 23:35:00,0.6681597,0.3318403
2017-05-26 23:40:00,0.6066369,0.39336315
2017-05-26 23:45:00,0.5929971,0.4070029
2017-05-26 23:50:00,0.6421753,0.35782468
2017-05-26 23:55:00,0.53670835,0.46329162
2017-05-27 00:00:00,0.6099549,0.39004517
2017-05-27 00:05:00,0.6440454,0.3559546
2017-05-27 00:10:00,0.5047256,0.4952744
2017-05-27 00:15:00,0.5100684,0.48993152
2017-05-27 00:20:00,0.62082064,0.37917936
2017-05-27 00:25:00,0.56158584,0.43841413
2017-05-27 00:30:00,0.58639663,0.4136034
2017-05-27 00:35:00,0.4909144,0.50908554
2017-05-27 00:40:00,0.5910181,0.4089819
2017-05-27 00:45:00,0.60132563,0.3986744
2017-05-27 00:50:00,0.6585916,0.34140834
2017-05-27 00:55:00,0.5563641,0.44363582
2017-05-27 01:00:00,0.6403341,0.3596658
2017-05-27 01:05:00,0.53010064,0.46989945
2017-05-27 01:10:00,0.5063152,0.49368483
2017-05-27 01:15:00,0.51000404,0.48999593
2017-05-27 01:20:00,0.639488,0.36051202
2017-05-27 01:25:00,0.51938474,0.48061526
2017-05-27 01:30:00,0.61007637,0.38992363
2017-05-27 01:35:00,0.705876,0.29412395
2017-05-27 01:40:00,0.7230782,0.27692175
2017-05-27 01:45:00,0.7185903,0.28140965
2017-05-27 01:50:00,0.7210028,0.27899724
2017-05-27 01:55:00,0.70955616,0.2904438
2017-05-27 02:00:00,0.6343544,0.36564562
2017-05-27 02:05:00,0.69472235,0.30527762
2017-05-27 02:10:00,0.6171383,0.38286167
2017-05-27 02:15:00,0.6214291,0.37857085
2017-05-27 02:20:00,0.6582432,0.3417568
2017-05-27 02:25:00,0.6549791,0.3450209
2017-05-27 02:30:00,0.6254646,0.3745353
2017-05-27 02:35:00,0.5573891,0.44261083
2017-05-27 02:40:00,0.62539035,0.37460962
2017-05-27 02:45:00,0.57281715,0.4271829
2017-05-27 02:50:00,0.6497587,0.35024133
2017-05-27 02:55:00,0.65356666,0.34643328
2017-05-27 03:00:00,0.65589577,0.3441042
2017-05-27 03:05:00,0.6643304,0.33566955
2017-05-27 03:10:00,0.57198817,0.4280118
2017-05-27 03:15:00,0.6629971,0.33700293
2017-05-27 03:20:00,0.64528817,0.3547118
2017-05-27 03:25:00,0.6826498,0.3173502
2017-05-27 03:30:00,0.6771291,0.32287094
2017-05-27 03:35:00,0.67525816,0.3247418
2017-05-27 03:40:00,0.6773134,0.32268664
2017-05-27 03:45:00,0.6643438,0.33565623
2017-05-27 03:50:00,0.66543365,0.3345664
2017-05-27 03:55:00,0.60421675,0.39578328
2017-05-27 04:00:00,0.6685026,0.3314974
2017-05-27 04:05:00,0.6160669,0.3839331
2017-05-27 04:10:00,0.49717525,0.5028248
2017-05-27 04:15:00,0.70155424,0.29844582
2017-05-27 04:20:00,0.6166323,0.38336763
2017-05-27 04:25:00,0.55751914,0.44248086
2017-05-27 04:30:00,0.5858878,0.41411227
2017-05-27 04:35:00,0.6464005,0.35359958
2017-05-27 04:40:00,0.6506361,0.34936392
2017-05-27 04:45:00,0.5467303,0.45326975
2017-05-27 04:50:00,0.5951545,0.40484542
2017-05-27 04:55:00,0.5759537,0.42404622
2017-05-27 05:00:00,0.6052331,0.3947669
2017-05-27 05:05:00,0.6552656,0.3447344
2017-05-27 05:10:00,0.7033222,0.2966778
2017-05-27 05:15:00,0.6424724,0.3575276
2017-05-27 05:20:00,0.65686846,0.34313154
2017-05-27 05:25:00,0.69806445,0.3019355
2017-05-27 05:30:00,0.630262,0.36973795
2017-05-27 05:35:00,0.68953717,0.3104628
2017-05-27 05:40:00,0.65316343,0.34683657
2017-05-27 05:45:00,0.516211,0.4837891
2017-05-27 05:50:00,0.6443503,0.35564977
2017-05-27 05:55:00,0.69650185,0.3034981
2017-05-27 06:00:00,0.591173,0.408827
2017-05-27 06:05:00,0.5879174,0.4120826
2017-05-27 06:10:00,0.5970689,0.4029311
2017-05-27 06:15:00,0.65908235,0.3409176
2017-05-27 06:20:00,0.6308467,0.36915335
2017-05-27 06:25:00,0.64204633,0.3579537
2017-05-27 06:30:00,0.6592899,0.34071013
2017-05-27 06:35:00,0.7182205,0.28177953
2017-05-27 06:40:00,0.70179677,0.29820314
2017-05-27 06:45:00,0.70313203,0.2968679
2017-05-27 06:50:00,0.6494873,0.35051268
2017-05-27 06:55:00,0.6876201,0.31237987
2017-05-27 07:00:00,0.6874153,0.31258473
2017-05-27 07:05:00,0.6737529,0.32624704
2017-05-27 07:10:00,0.6917385,0.30826154
2017-05-27 07:15:00,0.6250718,0.3749282
2017-05-27 07:20:00,0.62200665,0.37799332
2017-05-27 07:25:00,0.67948824,0.32051173
2017-05-27 07:30:00,0.6805664,0.31943363
2017-05-27 07:35:00,0.5256524,0.4743476
2017-05-27 07:40:00,0.5634538,0.43654624
2017-05-27 07:45:00,0.61638093,0.38361907
2017-05-27 07:50:00,0.7125986,0.28740135
2017-05-27 07:55:00,0.718426,0.28157398
2017-05-27 08:00:00,0.60770345,0.39229658
2017-05-27 08:05:00,0.5205824,0.47941765
2017-05-27 08:10:00,0.6874212,0.31257877
2017-05-27 08:15:00,0.70207864,0.29792145
2017-05-27 08:20:00,0.6878451,0.3121549
2017-05-27 08:25:00,0.6932833,0.30671674
2017-05-27 08:30:00,0.63984644,0.3601536
2017-05-27 08:35:00,0.69074494,0.30925506
2017-05-27 08:40:00,0.5680432,0.4319568
2017-05-27 08:45:00,0.6058173,0.3941827
2017-05-27 08:50:00,0.62281114,0.3771889
2017-05-27 08:55:00,0.66225713,0.33774284
2017-05-27 09:00:00,0.61796844,0.38203153
2017-05-27 09:05:00,0.5605885,0.43941152
2017-05-27 09:10:00,0.5623811,0.43761888
2017-05-27 09:15:00,0.53534895,0.46465105
2017-05-27 09:20:00,0.5026625,0.49733758
2017-05-27 09:25:00,0.52259135,0.47740862
2017-05-27 09:30:00,0.5178377,0.48216233
2017-05-27 09:35:00,0.55122405,0.44877595
2017-05-27 09:40:00,0.54025805,0.459742
2017-05-27 09:45:00,0.52106625,0.47893375
2017-05-27 09:50:00,0.4901185,0.5098815
2017-05-27 09:55:00,0.5079823,0.49201763
2017-05-27 10:00:00,0.50846064,0.49153933
2017-05-27 10:05:00,0.51219547,0.4878045
2017-05-27 10:10:00,0.49835926,0.50164074
2017-05-27 10:15:00,0.50293225,0.49706778
2017-05-27 10:20:00,0.49983665,0.5001634
2017-05-27 10:25:00,0.49285212,0.50714785
2017-05-27 10:30:00,0.50126654,0.49873346
2017-05-27 10:35:00,0.4926644,0.5073356
2017-05-27 10:40:00,0.48509404,0.514906
2017-05-27 10:45:00,0.5000149,0.49998507
2017-05-27 10:50:00,0.500645,0.49935496
2017-05-27 10:55:00,0.55725735,0.44274262
2017-05-27 11:00:00,0.59586954,0.40413046
2017-05-27 11:05:00,0.7249358,0.27506414
2017-05-27 11:10:00,0.7238229,0.2761771
2017-05-27 11:15:00,0.7158221,0.28417793
2017-05-27 11:20:00,0.6201875,0.37981248
2017-05-27 11:25:00,0.5944454,0.40555462
2017-05-27 11:30:00,0.5249057,0.47509432
2017-05-27 11:35:00,0.4903865,0.5096136
2017-05-27 11:40:00,0.4990879,0.50091213
2017-05-27 11:45:00,0.49479625,0.5052038
2017-05-27 11:50:00,0.49561584,0.50438416
2017-05-27 11:55:00,0.4987865,0.5012135
2017-05-27 12:00:00,0.49097,0.5090299
2017-05-27 12:05:00,0.49372005,0.50627995
2017-05-27 12:10:00,0.47073683,0.52926314
2017-05-27 12:15:00,0.47335508,0.52664495
2017-05-27 12:20:00,0.48032954,0.5196705
2017-05-27 12:25:00,0.4835464,0.5164535
2017-05-27 12:30:00,0.47561976,0.52438027
2017-05-27 12:35:00,0.48285466,0.5171454
2017-05-27 12:40:00,0.47829247,0.52170753
2017-05-27 12:45:00,0.48886254,0.51113755
2017-05-27 12:50:00,0.47848806,0.5215119
2017-05-27 12:55:00,0.47756562,0.52243435
2017-05-27 13:00:00,0.48072413,0.5192759
2017-05-27 13:05:00,0.44884542,0.55115455
2017-05-27 13:10:00,0.46845552,0.5315445
2017-05-27 13:15:00,0.47492617,0.5250738
2017-05-27 13:20:00,0.4643224,0.5356776
2017-05-27 13:25:00,0.46797517,0.53202474
2017-05-27 13:30:00,0.48398793,0.516012
2017-05-27 13:35:00,0.4935972,0.50640273
2017-05-27 13:40:00,0.48217547,0.51782453
2017-05-27 13:45:00,0.47921276,0.52078724
2017-05-27 13:50:00,0.48634207,0.513658
2017-05-27 13:55:00,0.49550286,0.50449723
2017-05-27 14:00:00,0.48922727,0.5107727
2017-05-27 14:05:00,0.4569126,0.5430874
2017-05-27 14:10:00,0.44403446,0.55596554
2017-05-27 14:15:00,0.43410861,0.5658913
2017-05-27 14:20:00,0.4231232,0.57687676
2017-05-27 14:25:00,0.46987647,0.53012353
2017-05-27 14:30:00,0.4750517,0.5249483
2017-05-27 14:35:00,0.46181738,0.5381827
2017-05-27 14:40:00,0.45265496,0.547345
2017-05-27 14:45:00,0.45802483,0.54197514
2017-05-27 14:50:00,0.45051512,0.54948485
2017-05-27 14:55:00,0.46765155,0.5323485
2017-05-27 15:00:00,0.44982326,0.55017674
2017-05-27 15:05:00,0.47459447,0.5254055
2017-05-27 15:10:00,0.45777673,0.54222333
2017-05-27 15:15:00,0.4552809,0.54471904
2017-05-27 15:20:00,0.46238214,0.5376178
2017-05-27 15:25:00,0.39835998,0.60164005
2017-05-27 15:30:00,0.4325125,0.56748754
2017-05-27 15:35:00,0.39251095,0.60748905
2017-05-27 15:40:00,0.41491097,0.585089
2017-05-27 15:45:00,0.4369816,0.5630184
2017-05-27 15:50:00,0.41892788,0.5810721
2017-05-27 15:55:00,0.4258876,0.57411236
2017-05-27 16:00:00,0.4164221,0.58357793
2017-05-27 16:05:00,0.40977696,0.5902231
2017-05-27 16:10:00,0.43718356,0.56281644
2017-05-27 16:15:00,0.41780746,0.58219254
2017-05-27 16:20:00,0.42990956,0.5700905
2017-05-27 16:25:00,0.445583,0.554417
2017-05-27 16:30:00,0.45606625,0.5439338
2017-05-27 16:35:00,0.45763728,0.5423627
2017-05-27 16:40:00,0.42643166,0.57356834
2017-05-27 16:45:00,0.4387116,0.56128836
2017-05-27 16:50:00,0.4426203,0.5573796
2017-05-27 16:55:00,0.46150398,0.538496
2017-05-27 17:00:00,0.47313005,0.52686995
2017-05-27 17:05:00,0.4319905,0.56800944
2017-05-27 17:10:00,0.41468048,0.5853195
2017-05-27 17:15:00,0.41746786,0.58253217
2017-05-27 17:20:00,0.46416238,0.53583765
2017-05-27 17:25:00,0.469285,0.5307149
2017-05-27 17:30:00,0.47261456,0.5273855
2017-05-27 17:35:00,0.47565076,0.5243492
2017-05-27 17:40:00,0.46342763,0.53657234
2017-05-27 17:45:00,0.4873185,0.51268154
2017-05-27 17:50:00,0.47980288,0.5201971
2017-05-27 17:55:00,0.46281233,0.53718764
2017-05-27 18:00:00,0.41097337,0.5890266
2017-05-27 18:05:00,0.44234592,0.5576541
2017-05-27 18:10:00,0.4408634,0.5591366
2017-05-27 18:15:00,0.46237853,0.53762144
2017-05-27 18:20:00,0.41046092,0.58953905
2017-05-27 18:25:00,0.4134858,0.5865142
