,right,left
2012-06-04 12:40:00,0.46172348,0.53827643
2012-06-04 12:45:00,0.45852357,0.5414764
2012-06-04 12:50:00,0.47782207,0.52217793
2012-06-04 12:55:00,0.49568444,0.5043156
2012-06-04 13:00:00,0.49210316,0.5078968
2012-06-04 13:05:00,0.4807374,0.51926255
2012-06-04 13:10:00,0.4942943,0.5057057
2012-06-04 13:15:00,0.49656925,0.5034308
2012-06-04 13:20:00,0.4531966,0.54680336
2012-06-04 13:25:00,0.49678847,0.5032115
2012-06-04 13:30:00,0.49554664,0.50445336
2012-06-04 13:35:00,0.4954522,0.5045478
2012-06-04 13:40:00,0.48864552,0.5113545
2012-06-04 13:45:00,0.49659944,0.50340056
2012-06-04 13:50:00,0.49144796,0.508552
2012-06-04 13:55:00,0.498825,0.501175
2012-06-04 14:00:00,0.44670022,0.5532998
2012-06-04 14:05:00,0.3956617,0.6043383
2012-06-04 14:10:00,0.4816433,0.5183567
2012-06-04 14:15:00,0.48458245,0.5154175
2012-06-04 14:20:00,0.38371682,0.6162832
2012-06-04 14:25:00,0.45390263,0.5460974
2012-06-04 14:30:00,0.45144033,0.5485597
2012-06-04 14:35:00,0.45775762,0.5422424
2012-06-04 14:40:00,0.47194743,0.5280526
2012-06-04 14:45:00,0.49807948,0.5019205
2012-06-04 14:50:00,0.49006382,0.50993615
2012-06-04 14:55:00,0.49542964,0.50457036
2012-06-04 15:00:00,0.49882,0.50118
2012-06-04 15:05:00,0.49562705,0.504373
2012-06-04 15:10:00,0.49709782,0.5029022
2012-06-04 15:15:00,0.4978563,0.50214374
2012-06-04 15:20:00,0.49745104,0.50254893
2012-06-04 15:25:00,0.49513066,0.5048693
2012-06-04 15:30:00,0.49453527,0.50546473
2012-06-04 15:35:00,0.4861486,0.51385134
2012-06-04 15:40:00,0.49545348,0.5045465
2012-06-04 15:45:00,0.48373258,0.5162675
2012-06-04 15:50:00,0.4848765,0.5151234
2012-06-04 15:55:00,0.4891439,0.51085603
2012-06-04 16:00:00,0.48180842,0.5181916
2012-06-04 16:05:00,0.4782766,0.52172333
2012-06-04 16:10:00,0.48399457,0.5160054
2012-06-04 16:15:00,0.49006692,0.50993305
2012-06-04 16:20:00,0.49075606,0.50924397
2012-06-04 16:25:00,0.4776797,0.52232033
2012-06-04 16:30:00,0.48877454,0.5112254
2012-06-04 16:35:00,0.49596384,0.5040362
2012-06-04 16:40:00,0.49575502,0.504245
2012-06-04 16:45:00,0.4954022,0.5045978
2012-06-04 16:50:00,0.49312204,0.50687796
2012-06-04 16:55:00,0.49750713,0.5024928
2012-06-04 17:00:00,0.49870968,0.5012903
2012-06-04 17:05:00,0.49831668,0.50168335
2012-06-04 17:10:00,0.49800578,0.5019942
2012-06-04 17:15:00,0.49747285,0.5025272
2012-06-04 17:20:00,0.49828824,0.5017118
2012-06-04 17:25:00,0.49831286,0.50168717
2012-06-04 17:30:00,0.4969059,0.50309414
2012-06-04 17:35:00,0.49914566,0.5008543
2012-06-04 17:40:00,0.49909326,0.50090677
2012-06-04 17:45:00,0.4994001,0.5005999
2012-06-04 17:50:00,0.49826592,0.5017341
2012-06-04 17:55:00,0.49847746,0.5015226
2012-06-04 18:00:00,0.49889594,0.5011041
2012-06-04 18:05:00,0.4992152,0.5007849
2012-06-04 18:10:00,0.5486243,0.45137578
2012-06-04 18:15:00,0.73061943,0.26938057
2012-06-04 18:20:00,0.72977775,0.27022225
2012-06-04 18:25:00,0.7304344,0.26956567
2012-06-04 18:30:00,0.7299044,0.2700956
2012-06-04 18:35:00,0.7305363,0.26946375
2012-06-04 18:40:00,0.730671,0.26932898
2012-06-04 18:45:00,0.6953338,0.30466628
2012-06-04 18:50:00,0.7299437,0.27005634
2012-06-04 18:55:00,0.7305782,0.2694219
2012-06-04 19:00:00,0.72024494,0.27975506
2012-06-04 19:05:00,0.52331024,0.4766898
2012-06-04 19:10:00,0.49992624,0.50007373
2012-06-04 19:15:00,0.50033164,0.4996684
2012-06-04 19:20:00,0.4987244,0.50127554
2012-06-04 19:25:00,0.4986983,0.50130177
2012-06-04 19:30:00,0.49786463,0.5021354
2012-06-04 19:35:00,0.4980724,0.50192755
2012-06-04 19:40:00,0.49956197,0.50043803
2012-06-04 19:45:00,0.4914647,0.50853527
2012-06-04 19:50:00,0.43854243,0.5614576
2012-06-04 19:55:00,0.46578702,0.534213
2012-06-04 20:00:00,0.3817264,0.6182736
2012-06-04 20:05:00,0.39598647,0.6040135
2012-06-04 20:10:00,0.36490938,0.63509065
2012-06-04 20:15:00,0.38775644,0.6122436
2012-06-04 20:20:00,0.34753606,0.6524639
2012-06-04 20:25:00,0.3526519,0.6473481
2012-06-04 20:30:00,0.39227673,0.60772324
2012-06-04 20:35:00,0.33179423,0.6682058
2012-06-04 20:40:00,0.34864467,0.6513553
2012-06-04 20:45:00,0.3224725,0.6775275
2012-06-04 20:50:00,0.31603542,0.68396455
2012-06-04 20:55:00,0.32723916,0.67276084
2012-06-04 21:00:00,0.33685336,0.66314656
2012-06-04 21:05:00,0.32829767,0.6717023
2012-06-04 21:10:00,0.3348672,0.66513276
2012-06-04 21:15:00,0.28746957,0.71253043
2012-06-04 21:20:00,0.30516294,0.69483703
2012-06-04 21:25:00,0.30117658,0.69882345
2012-06-04 21:30:00,0.33798277,0.6620172
2012-06-04 21:35:00,0.29503244,0.7049675
2012-06-04 21:40:00,0.31129274,0.68870723
2012-06-04 21:45:00,0.30873662,0.69126344
2012-06-04 21:50:00,0.2840642,0.71593577
2012-06-04 21:55:00,0.32908157,0.6709185
2012-06-04 22:00:00,0.2937325,0.70626754
2012-06-04 22:05:00,0.30515474,0.6948453
2012-06-04 22:10:00,0.2833677,0.7166323
2012-06-04 22:15:00,0.38443795,0.615562
2012-06-04 22:20:00,0.42402938,0.57597053
2012-06-04 22:25:00,0.3402134,0.6597866
2012-06-04 22:30:00,0.32574907,0.67425096
2012-06-04 22:35:00,0.45939535,0.54060465
2012-06-04 22:40:00,0.2823767,0.7176233
2012-06-04 22:45:00,0.3127166,0.68728334
2012-06-04 22:50:00,0.2914338,0.7085662
2012-06-04 22:55:00,0.51539356,0.48460653
2012-06-04 23:00:00,0.28314033,0.7168597
2012-06-04 23:05:00,0.30854875,0.6914512
2012-06-04 23:10:00,0.27466932,0.7253307
2012-06-04 23:15:00,0.30054197,0.699458
2012-06-04 23:20:00,0.29410723,0.70589274
2012-06-04 23:25:00,0.2894502,0.71054983
2012-06-04 23:30:00,0.31048334,0.6895167
2012-06-04 23:35:00,0.2942482,0.70575184
2012-06-04 23:40:00,0.29920915,0.7007908
2012-06-04 23:45:00,0.29626593,0.7037341
2012-06-04 23:50:00,0.3440741,0.6559259
2012-06-04 23:55:00,0.35666272,0.6433373
2012-06-05 00:00:00,0.40544897,0.59455097
2012-06-05 00:05:00,0.43171877,0.5682813
2012-06-05 00:10:00,0.44973344,0.5502665
2012-06-05 00:15:00,0.35606897,0.64393103
2012-06-05 00:20:00,0.42739734,0.5726027
2012-06-05 00:25:00,0.56134826,0.43865165
2012-06-05 00:30:00,0.4775823,0.52241766
2012-06-05 00:35:00,0.49920043,0.50079954
2012-06-05 00:40:00,0.3892197,0.6107803
2012-06-05 00:45:00,0.32910648,0.6708935
2012-06-05 00:50:00,0.40213636,0.5978636
2012-06-05 00:55:00,0.47114018,0.5288598
2012-06-05 01:00:00,0.4885461,0.51145387
2012-06-05 01:05:00,0.49204054,0.5079594
2012-06-05 01:10:00,0.49448088,0.5055191
2012-06-05 01:15:00,0.49814144,0.50185853
2012-06-05 01:20:00,0.49991924,0.5000807
2012-06-05 01:25:00,0.49849355,0.50150645
2012-06-05 01:30:00,0.5000849,0.49991515
2012-06-05 01:35:00,0.49995056,0.5000494
2012-06-05 01:40:00,0.49997783,0.5000222
2012-06-05 01:45:00,0.50000423,0.49999574
2012-06-05 01:50:00,0.49997345,0.5000265
2012-06-05 01:55:00,0.49993402,0.5000659
2012-06-05 02:00:00,0.49999258,0.50000745
2012-06-05 02:05:00,0.5000044,0.49999556
2012-06-05 02:10:00,0.4987323,0.50126773
2012-06-05 02:15:00,0.49999383,0.5000062
2012-06-05 02:20:00,0.5000017,0.49999827
2012-06-05 02:25:00,0.50000006,0.49999994
2012-06-05 02:30:00,0.50000185,0.49999812
2012-06-05 02:35:00,0.4999982,0.5000018
2012-06-05 02:40:00,0.5000058,0.49999428
2012-06-05 02:45:00,0.49993366,0.5000663
2012-06-05 02:50:00,0.49999893,0.50000113
2012-06-05 02:55:00,0.49949297,0.50050706
2012-06-05 03:00:00,0.5000205,0.4999795
2012-06-05 03:05:00,0.4700343,0.5299657
2012-06-05 03:10:00,0.5000618,0.4999382
2012-06-05 03:15:00,0.5000028,0.4999972
2012-06-05 03:20:00,0.49606583,0.5039342
2012-06-05 03:25:00,0.5000716,0.49992839
2012-06-05 03:30:00,0.5000649,0.49993503
2012-06-05 03:35:00,0.377061,0.622939
2012-06-05 03:40:00,0.50027215,0.49972785
2012-06-05 03:45:00,0.500036,0.499964
2012-06-05 03:50:00,0.5002733,0.49972677
2012-06-05 03:55:00,0.5002186,0.4997815
2012-06-05 04:00:00,0.4953458,0.5046542
2012-06-05 04:05:00,0.50021493,0.49978516
2012-06-05 04:10:00,0.50000215,0.49999788
2012-06-05 04:15:00,0.501251,0.49874902
2012-06-05 04:20:00,0.500285,0.49971494
2012-06-05 04:25:00,0.5611221,0.43887788
2012-06-05 04:30:00,0.50051856,0.49948147
2012-06-05 04:35:00,0.7255518,0.2744482
2012-06-05 04:40:00,0.5000908,0.49990925
2012-06-05 04:45:00,0.50056714,0.49943292
2012-06-05 04:50:00,0.5000285,0.49997148
2012-06-05 04:55:00,0.4976209,0.5023791
2012-06-05 05:00:00,0.50000036,0.49999967
2012-06-05 05:05:00,0.5012209,0.4987791
2012-06-05 05:10:00,0.50087696,0.4991231
2012-06-05 05:15:00,0.500456,0.49954396
2012-06-05 05:20:00,0.50014937,0.4998507
2012-06-05 05:25:00,0.5041502,0.49584973
2012-06-05 05:30:00,0.5006186,0.49938142
2012-06-05 05:35:00,0.4999926,0.5000074
2012-06-05 05:40:00,0.45159984,0.54840016
2012-06-05 05:45:00,0.49666935,0.5033307
2012-06-05 05:50:00,0.5000219,0.49997818
2012-06-05 05:55:00,0.3482113,0.6517887
2012-06-05 06:00:00,0.4945339,0.5054661
2012-06-05 06:05:00,0.50004375,0.49995622
2012-06-05 06:10:00,0.3899209,0.6100791
2012-06-05 06:15:00,0.4699237,0.5300762
2012-06-05 06:20:00,0.41536707,0.58463293
2012-06-05 06:25:00,0.27506974,0.7249302
2012-06-05 06:30:00,0.2973608,0.70263916
2012-06-05 06:35:00,0.27695656,0.72304344
2012-06-05 06:40:00,0.27584663,0.7241534
2012-06-05 06:45:00,0.31974393,0.68025607
2012-06-05 06:50:00,0.30990255,0.69009745
2012-06-05 06:55:00,0.2980214,0.7019786
2012-06-05 07:00:00,0.2829716,0.71702844
2012-06-05 07:05:00,0.3447993,0.6552007
2012-06-05 07:10:00,0.3514377,0.6485624
2012-06-05 07:15:00,0.438284,0.56171596
2012-06-05 07:20:00,0.3164414,0.6835586
2012-06-05 07:25:00,0.33332765,0.6666724
2012-06-05 07:30:00,0.28027517,0.7197249
2012-06-05 07:35:00,0.28274277,0.7172572
2012-06-05 07:40:00,0.2839292,0.71607083
2012-06-05 07:45:00,0.2881999,0.7118001
2012-06-05 07:50:00,0.31128109,0.6887189
2012-06-05 07:55:00,0.28805572,0.71194434
2012-06-05 08:00:00,0.29247895,0.70752096
2012-06-05 08:05:00,0.29084885,0.7091511
2012-06-05 08:10:00,0.2892028,0.7107972
2012-06-05 08:15:00,0.29597545,0.7040246
2012-06-05 08:20:00,0.28458494,0.71541506
2012-06-05 08:25:00,0.28813168,0.71186835
2012-06-05 08:30:00,0.2967636,0.7032364
2012-06-05 08:35:00,0.29603067,0.7039693
2012-06-05 08:40:00,0.29101196,0.7089881
2012-06-05 08:45:00,0.28973022,0.71026975
2012-06-05 08:50:00,0.28904125,0.7109588
2012-06-05 08:55:00,0.28413624,0.7158638
2012-06-05 09:00:00,0.28713673,0.7128632
2012-06-05 09:05:00,0.28265715,0.7173429
2012-06-05 09:10:00,0.28477812,0.7152219
2012-06-05 09:15:00,0.2861677,0.7138323
2012-06-05 09:20:00,0.28335938,0.7166406
2012-06-05 09:25:00,0.2796977,0.72030234
2012-06-05 09:30:00,0.28536463,0.7146354
2012-06-05 09:35:00,0.28605998,0.71394
2012-06-05 09:40:00,0.28148872,0.7185112
2012-06-05 09:45:00,0.28818733,0.7118127
2012-06-05 09:50:00,0.2895731,0.7104269
2012-06-05 09:55:00,0.2907582,0.70924175
2012-06-05 10:00:00,0.29596117,0.70403886
2012-06-05 10:05:00,0.29401723,0.70598274
2012-06-05 10:10:00,0.29201555,0.7079845
2012-06-05 10:15:00,0.29907492,0.7009251
2012-06-05 10:20:00,0.29696673,0.70303327
2012-06-05 10:25:00,0.30126426,0.6987357
2012-06-05 10:30:00,0.32581183,0.6741882
2012-06-05 10:35:00,0.3017199,0.6982801
2012-06-05 10:40:00,0.30407774,0.69592226
2012-06-05 10:45:00,0.3170126,0.6829874
2012-06-05 10:50:00,0.31014803,0.68985194
2012-06-05 10:55:00,0.31022722,0.68977284
2012-06-05 11:00:00,0.32979825,0.6702018
2012-06-05 11:05:00,0.3628274,0.6371726
2012-06-05 11:10:00,0.37309274,0.6269073
2012-06-05 11:15:00,0.40482584,0.59517413
2012-06-05 11:20:00,0.32850808,0.6714919
2012-06-05 11:25:00,0.31039843,0.68960166
2012-06-05 11:30:00,0.4085341,0.59146595
2012-06-05 11:35:00,0.48339075,0.5166092
2012-06-05 11:40:00,0.347768,0.652232
2012-06-05 11:45:00,0.37809947,0.6219005
2012-06-05 11:50:00,0.3127162,0.6872838
2012-06-05 11:55:00,0.33680004,0.66319996
2012-06-05 12:00:00,0.33550775,0.6644923
2012-06-05 12:05:00,0.32764494,0.67235506
2012-06-05 12:10:00,0.3509046,0.64909536
2012-06-05 12:15:00,0.3421371,0.65786284
2012-06-05 12:20:00,0.32916656,0.67083347
2012-06-05 12:25:00,0.34960246,0.65039754
2012-06-05 12:30:00,0.36682597,0.63317406
2012-06-05 12:35:00,0.37321094,0.6267891
2012-06-05 12:40:00,0.39262876,0.6073712
2012-06-05 12:45:00,0.38996845,0.6100315
2012-06-05 12:50:00,0.3285455,0.6714544
2012-06-05 12:55:00,0.3427051,0.6572949
2012-06-05 13:00:00,0.36561704,0.63438296
2012-06-05 13:05:00,0.3219807,0.6780193
2012-06-05 13:10:00,0.3755022,0.62449783
2012-06-05 13:15:00,0.3848641,0.6151359
2012-06-05 13:20:00,0.3829864,0.6170136
2012-06-05 13:25:00,0.35627112,0.6437289
2012-06-05 13:30:00,0.38899603,0.611004
2012-06-05 13:35:00,0.3851737,0.61482626
2012-06-05 13:40:00,0.3951292,0.6048708
2012-06-05 13:45:00,0.40414432,0.5958556
2012-06-05 13:50:00,0.41329366,0.5867064
2012-06-05 13:55:00,0.411505,0.588495
2012-06-05 14:00:00,0.39750355,0.60249645
2012-06-05 14:05:00,0.4532321,0.5467679
2012-06-05 14:10:00,0.43362755,0.5663725
2012-06-05 14:15:00,0.41924542,0.58075464
2012-06-05 14:20:00,0.39279938,0.6072006
2012-06-05 14:25:00,0.3688254,0.63117456
2012-06-05 14:30:00,0.3926836,0.6073164
2012-06-05 14:35:00,0.37641153,0.62358844
2012-06-05 14:40:00,0.36090478,0.63909525
2012-06-05 14:45:00,0.39029804,0.60970193
2012-06-05 14:50:00,0.36457446,0.6354255
2012-06-05 14:55:00,0.49115607,0.5088439
2012-06-05 15:00:00,0.46633247,0.53366756
2012-06-05 15:05:00,0.46996015,0.53003985
2012-06-05 15:10:00,0.362413,0.637587
2012-06-05 15:15:00,0.36800033,0.6319997
2012-06-05 15:20:00,0.37096578,0.6290342
2012-06-05 15:25:00,0.32882857,0.6711714
2012-06-05 15:30:00,0.41835696,0.58164304
2012-06-05 15:35:00,0.3572647,0.6427353
2012-06-05 15:40:00,0.32391185,0.67608815
2012-06-05 15:45:00,0.42165318,0.5783468
2012-06-05 15:50:00,0.5,0.5
2012-06-05 15:55:00,0.35458907,0.645411
2012-06-05 16:00:00,0.394044,0.60595596
2012-06-05 16:05:00,0.40114373,0.5988562
2012-06-05 16:10:00,0.35562062,0.6443794
2012-06-05 16:15:00,0.37508717,0.6249128
2012-06-05 16:20:00,0.3641132,0.6358868
2012-06-05 16:25:00,0.42463586,0.5753642
2012-06-05 16:30:00,0.42936155,0.5706384
2012-06-05 16:35:00,0.41694456,0.58305544
2012-06-05 16:40:00,0.46905842,0.53094155
2012-06-05 16:45:00,0.47615632,0.52384365
2012-06-05 16:50:00,0.4686536,0.5313464
2012-06-05 16:55:00,0.47229633,0.5277037
2012-06-05 17:00:00,0.4334048,0.5665952
2012-06-05 17:05:00,0.44185466,0.55814534
2012-06-05 17:10:00,0.46933842,0.5306616
2012-06-05 17:15:00,0.47714296,0.52285707
2012-06-05 17:20:00,0.4547757,0.54522425
2012-06-05 17:25:00,0.46783748,0.53216255
2012-06-05 17:30:00,0.46411192,0.535888
2012-06-05 17:35:00,0.484153,0.515847
2012-06-05 17:40:00,0.4754217,0.52457833
2012-06-05 17:45:00,0.49676147,0.50323856
2012-06-05 17:50:00,0.4962102,0.5037898
2012-06-05 17:55:00,0.49762705,0.502373
2012-06-05 18:00:00,0.49617556,0.5038244
2012-06-05 18:05:00,0.49808124,0.50191873
2012-06-05 18:10:00,0.49242443,0.5075756
2012-06-05 18:15:00,0.4881243,0.5118757
2012-06-05 18:20:00,0.47267267,0.5273273
2012-06-05 18:25:00,0.48747846,0.5125215
2012-06-05 18:30:00,0.70898706,0.2910129
2012-06-05 18:35:00,0.7302663,0.26973376
2012-06-05 18:40:00,0.7277156,0.2722844
2012-06-05 18:45:00,0.7213358,0.2786641
2012-06-05 18:50:00,0.72537637,0.27462363
2012-06-05 18:55:00,0.72105795,0.27894202
2012-06-05 19:00:00,0.49223298,0.50776696
2012-06-05 19:05:00,0.4854166,0.51458347
2012-06-05 19:10:00,0.48851424,0.5114857
2012-06-05 19:15:00,0.49182677,0.50817317
2012-06-05 19:20:00,0.4611091,0.5388909
2012-06-05 19:25:00,0.46989942,0.5301005
2012-06-05 19:30:00,0.48640555,0.51359445
2012-06-05 19:35:00,0.45932993,0.54067004
2012-06-05 19:40:00,0.45823047,0.54176956
2012-06-05 19:45:00,0.44103456,0.55896544
2012-06-05 19:50:00,0.4400894,0.5599106
2012-06-05 19:55:00,0.45344934,0.54655063
2012-06-05 20:00:00,0.42087537,0.5791246
2012-06-05 20:05:00,0.41702306,0.5829769
2012-06-05 20:10:00,0.35983062,0.6401694
2012-06-05 20:15:00,0.414857,0.585143
2012-06-05 20:20:00,0.3339195,0.66608053
2012-06-05 20:25:00,0.41449678,0.5855032
2012-06-05 20:30:00,0.4140334,0.5859666
2012-06-05 20:35:00,0.33687365,0.66312635
2012-06-05 20:40:00,0.39869806,0.6013019
2012-06-05 20:45:00,0.35780433,0.6421957
2012-06-05 20:50:00,0.3317596,0.6682404
2012-06-05 20:55:00,0.32944098,0.670559
2012-06-05 21:00:00,0.3241709,0.6758291
2012-06-05 21:05:00,0.31469402,0.685306
2012-06-05 21:10:00,0.31255114,0.68744886
2012-06-05 21:15:00,0.31960738,0.6803926
2012-06-05 21:20:00,0.31444615,0.68555385
2012-06-05 21:25:00,0.31142065,0.6885794
2012-06-05 21:30:00,0.299969,0.70003104
2012-06-05 21:35:00,0.30464387,0.69535613
2012-06-05 21:40:00,0.29530224,0.7046978
2012-06-05 21:45:00,0.2951152,0.70488477
2012-06-05 21:50:00,0.29006886,0.70993114
2012-06-05 21:55:00,0.30494654,0.6950534
2012-06-05 22:00:00,0.30206436,0.69793564
2012-06-05 22:05:00,0.29165035,0.70834965
2012-06-05 22:10:00,0.29599187,0.7040081
2012-06-05 22:15:00,0.30498728,0.6950127
2012-06-05 22:20:00,0.29913735,0.70086265
2012-06-05 22:25:00,0.3191784,0.68082154
2012-06-05 22:30:00,0.31492767,0.68507236
2012-06-05 22:35:00,0.31828672,0.6817133
2012-06-05 22:40:00,0.31285056,0.68714947
2012-06-05 22:45:00,0.33913937,0.66086066
2012-06-05 22:50:00,0.2922213,0.70777863
2012-06-05 22:55:00,0.31325388,0.6867461
2012-06-05 23:00:00,0.32510123,0.67489874
2012-06-05 23:05:00,0.3226247,0.6773752
2012-06-05 23:10:00,0.32142738,0.67857265
2012-06-05 23:15:00,0.33110636,0.6688936
2012-06-05 23:20:00,0.32953724,0.67046267
2012-06-05 23:25:00,0.3302778,0.6697222
2012-06-05 23:30:00,0.34467423,0.65532583
2012-06-05 23:35:00,0.33754286,0.66245717
2012-06-05 23:40:00,0.33080295,0.669197
2012-06-05 23:45:00,0.30929622,0.69070375
2012-06-05 23:50:00,0.4487387,0.55126137
2012-06-05 23:55:00,0.4689065,0.5310935
2012-06-06 00:00:00,0.35767746,0.64232254
2012-06-06 00:05:00,0.4562198,0.54378015
2012-06-06 00:10:00,0.34072965,0.6592704
2012-06-06 00:15:00,0.46958414,0.5304159
2012-06-06 00:20:00,0.45229423,0.54770577
2012-06-06 00:25:00,0.41365266,0.5863474
2012-06-06 00:30:00,0.40398815,0.5960118
2012-06-06 00:35:00,0.37913162,0.6208684
2012-06-06 00:40:00,0.4515789,0.54842114
2012-06-06 00:45:00,0.28789106,0.71210897
2012-06-06 00:50:00,0.38055706,0.61944294
2012-06-06 00:55:00,0.37585446,0.62414557
2012-06-06 01:00:00,0.43562415,0.5643758
2012-06-06 01:05:00,0.33676475,0.6632353
2012-06-06 01:10:00,0.4866599,0.5133401
2012-06-06 01:15:00,0.27458158,0.7254184
2012-06-06 01:20:00,0.49095368,0.50904626
2012-06-06 01:25:00,0.3378249,0.6621751
2012-06-06 01:30:00,0.2744949,0.7255051
2012-06-06 01:35:00,0.36772648,0.6322735
2012-06-06 01:40:00,0.28037375,0.7196263
2012-06-06 01:45:00,0.29467192,0.7053281
2012-06-06 01:50:00,0.30657467,0.69342536
2012-06-06 01:55:00,0.5175391,0.48246086
2012-06-06 02:00:00,0.40439472,0.5956053
2012-06-06 02:05:00,0.49987987,0.5001201
2012-06-06 02:10:00,0.49696827,0.50303173
2012-06-06 02:15:00,0.29630315,0.7036969
2012-06-06 02:20:00,0.53058857,0.46941146
2012-06-06 02:25:00,0.33546287,0.66453713
2012-06-06 02:30:00,0.49919993,0.5008
2012-06-06 02:35:00,0.49883196,0.5011681
2012-06-06 02:40:00,0.31038943,0.6896106
2012-06-06 02:45:00,0.5002139,0.49978614
2012-06-06 02:50:00,0.499922,0.500078
2012-06-06 02:55:00,0.4999997,0.50000036
2012-06-06 03:00:00,0.5000007,0.49999928
2012-06-06 03:05:00,0.5000017,0.49999827
2012-06-06 03:10:00,0.5,0.5
2012-06-06 03:15:00,0.5000401,0.49995992
2012-06-06 03:20:00,0.49999207,0.500008
2012-06-06 03:25:00,0.4966471,0.50335294
2012-06-06 03:30:00,0.49999583,0.5000042
2012-06-06 03:35:00,0.49998507,0.50001496
2012-06-06 03:40:00,0.49998197,0.500018
2012-06-06 03:45:00,0.49991828,0.5000817
2012-06-06 03:50:00,0.5000896,0.49991044
2012-06-06 03:55:00,0.5001432,0.49985683
