,straight,left
2012-06-04 09:25:00,0.48790625,0.5120938
2012-06-04 09:30:00,0.45637792,0.5436221
2012-06-04 09:35:00,0.48194692,0.5180531
2012-06-04 09:40:00,0.44145316,0.55854684
2012-06-04 09:45:00,0.44774082,0.55225915
2012-06-04 09:50:00,0.4585191,0.54148096
2012-06-04 09:55:00,0.46299115,0.5370088
2012-06-04 10:00:00,0.45878154,0.5412184
2012-06-04 10:05:00,0.4655935,0.53440654
2012-06-04 10:10:00,0.47598734,0.5240126
2012-06-04 10:15:00,0.47206995,0.5279301
2012-06-04 10:20:00,0.42493916,0.57506084
2012-06-04 10:25:00,0.4696086,0.5303914
2012-06-04 10:30:00,0.46435332,0.53564674
2012-06-04 10:35:00,0.4221035,0.5778965
2012-06-04 10:40:00,0.48085883,0.5191411
2012-06-04 10:45:00,0.4921658,0.5078342
2012-06-04 10:50:00,0.47388732,0.5261126
2012-06-04 10:55:00,0.45167807,0.54832196
2012-06-04 11:00:00,0.45538998,0.54461
2012-06-04 11:05:00,0.46909368,0.53090626
2012-06-04 11:10:00,0.4135059,0.5864941
2012-06-04 11:15:00,0.46018076,0.53981924
2012-06-04 11:20:00,0.47322634,0.5267737
2012-06-04 11:25:00,0.48754376,0.51245624
2012-06-04 11:30:00,0.46789426,0.53210574
2012-06-04 11:35:00,0.42204422,0.5779557
2012-06-04 11:40:00,0.47915074,0.5208492
2012-06-04 11:45:00,0.42692652,0.57307345
2012-06-04 11:50:00,0.46312112,0.5368789
2012-06-04 11:55:00,0.45457855,0.5454214
2012-06-04 12:00:00,0.46568155,0.53431845
2012-06-04 12:05:00,0.45488665,0.5451134
2012-06-04 12:10:00,0.47270456,0.5272954
2012-06-04 12:15:00,0.46127003,0.53872997
2012-06-04 12:20:00,0.485288,0.51471204
2012-06-04 12:25:00,0.5541154,0.4458846
2012-06-04 12:30:00,0.6712133,0.32878667
2012-06-04 12:35:00,0.5437465,0.45625356
2012-06-04 12:40:00,0.6034775,0.39652252
2012-06-04 12:45:00,0.5454724,0.4545276
2012-06-04 12:50:00,0.6206745,0.37932548
2012-06-04 12:55:00,0.5762593,0.42374068
2012-06-04 13:00:00,0.6439771,0.35602295
2012-06-04 13:05:00,0.61912954,0.38087043
2012-06-04 13:10:00,0.5922292,0.40777087
2012-06-04 13:15:00,0.6765658,0.32343414
2012-06-04 13:20:00,0.6384845,0.36151558
2012-06-04 13:25:00,0.6067996,0.39320037
2012-06-04 13:30:00,0.7097913,0.29020873
2012-06-04 13:35:00,0.5437203,0.45627975
2012-06-04 13:40:00,0.6087083,0.3912917
2012-06-04 13:45:00,0.48663703,0.51336294
2012-06-04 13:50:00,0.56529796,0.434702
2012-06-04 13:55:00,0.6432826,0.35671747
2012-06-04 14:00:00,0.6402586,0.35974142
2012-06-04 14:05:00,0.4571428,0.54285717
2012-06-04 14:10:00,0.49543753,0.5045625
2012-06-04 14:15:00,0.4962354,0.5037646
2012-06-04 14:20:00,0.49631968,0.50368035
2012-06-04 14:25:00,0.47558683,0.52441317
2012-06-04 14:30:00,0.47103292,0.528967
2012-06-04 14:35:00,0.46978492,0.5302151
2012-06-04 14:40:00,0.65862536,0.3413746
2012-06-04 14:45:00,0.58689815,0.41310182
2012-06-04 14:50:00,0.6688843,0.33111575
2012-06-04 14:55:00,0.68769896,0.31230104
2012-06-04 15:00:00,0.6671385,0.33286148
2012-06-04 15:05:00,0.6662061,0.33379388
2012-06-04 15:10:00,0.59031713,0.40968287
2012-06-04 15:15:00,0.67908674,0.32091326
2012-06-04 15:20:00,0.614231,0.38576895
2012-06-04 15:25:00,0.6085787,0.39142132
2012-06-04 15:30:00,0.6475778,0.3524222
2012-06-04 15:35:00,0.69590855,0.3040915
2012-06-04 15:40:00,0.6666029,0.33339706
2012-06-04 15:45:00,0.60565233,0.39434773
2012-06-04 15:50:00,0.6494528,0.35054713
2012-06-04 15:55:00,0.580268,0.419732
2012-06-04 16:00:00,0.58992106,0.4100789
2012-06-04 16:05:00,0.5517084,0.44829154
2012-06-04 16:10:00,0.62562674,0.37437326
2012-06-04 16:15:00,0.6402538,0.35974616
2012-06-04 16:20:00,0.64052653,0.35947347
2012-06-04 16:25:00,0.6702191,0.3297809
2012-06-04 16:30:00,0.6169342,0.3830658
2012-06-04 16:35:00,0.67722887,0.3227711
2012-06-04 16:40:00,0.6281612,0.37183878
2012-06-04 16:45:00,0.6564754,0.34352455
2012-06-04 16:50:00,0.6630579,0.33694205
2012-06-04 16:55:00,0.68217504,0.31782496
2012-06-04 17:00:00,0.677241,0.32275897
2012-06-04 17:05:00,0.6784116,0.32158837
2012-06-04 17:10:00,0.66850364,0.33149642
2012-06-04 17:15:00,0.6577621,0.3422379
2012-06-04 17:20:00,0.68459713,0.31540287
2012-06-04 17:25:00,0.6603382,0.33966178
2012-06-04 17:30:00,0.5980922,0.40190783
2012-06-04 17:35:00,0.64321506,0.35678497
2012-06-04 17:40:00,0.6378518,0.36214823
2012-06-04 17:45:00,0.6806966,0.3193034
2012-06-04 17:50:00,0.6189367,0.38106325
2012-06-04 17:55:00,0.6693144,0.33068562
2012-06-04 18:00:00,0.6624005,0.33759946
2012-06-04 18:05:00,0.6113639,0.38863617
2012-06-04 18:10:00,0.47820568,0.52179426
2012-06-04 18:15:00,0.44563714,0.55436283
2012-06-04 18:20:00,0.4779018,0.5220982
2012-06-04 18:25:00,0.48699173,0.5130083
2012-06-04 18:30:00,0.49528196,0.504718
2012-06-04 18:35:00,0.47806147,0.52193856
2012-06-04 18:40:00,0.48108417,0.51891583
2012-06-04 18:45:00,0.4939854,0.5060146
2012-06-04 18:50:00,0.47383296,0.52616704
2012-06-04 18:55:00,0.49485654,0.50514346
2012-06-04 19:00:00,0.49174222,0.5082578
2012-06-04 19:05:00,0.49706534,0.5029347
2012-06-04 19:10:00,0.52974945,0.47025055
2012-06-04 19:15:00,0.5379579,0.46204212
2012-06-04 19:20:00,0.5792382,0.42076182
2012-06-04 19:25:00,0.6076073,0.39239264
2012-06-04 19:30:00,0.54887724,0.4511228
2012-06-04 19:35:00,0.5756429,0.42435715
2012-06-04 19:40:00,0.60468906,0.3953109
2012-06-04 19:45:00,0.52931064,0.47068942
2012-06-04 19:50:00,0.4349674,0.56503266
2012-06-04 19:55:00,0.47051463,0.52948534
2012-06-04 20:00:00,0.48743486,0.5125652
2012-06-04 20:05:00,0.4828465,0.51715356
2012-06-04 20:10:00,0.49765575,0.50234425
2012-06-04 20:15:00,0.49315327,0.5068467
2012-06-04 20:20:00,0.47292987,0.52707016
2012-06-04 20:25:00,0.48531458,0.51468545
2012-06-04 20:30:00,0.48068953,0.5193104
2012-06-04 20:35:00,0.49439222,0.50560784
2012-06-04 20:40:00,0.47238043,0.5276196
2012-06-04 20:45:00,0.48939535,0.5106047
2012-06-04 20:50:00,0.48356932,0.5164306
2012-06-04 20:55:00,0.49234378,0.50765616
2012-06-04 21:00:00,0.4708032,0.52919686
2012-06-04 21:05:00,0.48980772,0.51019233
2012-06-04 21:10:00,0.48350894,0.516491
2012-06-04 21:15:00,0.49576387,0.5042361
2012-06-04 21:20:00,0.4999975,0.50000256
2012-06-04 21:25:00,0.4957445,0.50425553
2012-06-04 21:30:00,0.47467574,0.5253243
2012-06-04 21:35:00,0.49764234,0.50235766
2012-06-04 21:40:00,0.48862863,0.5113714
2012-06-04 21:45:00,0.4994806,0.50051945
2012-06-04 21:50:00,0.4946466,0.50535333
2012-06-04 21:55:00,0.49209094,0.50790906
2012-06-04 22:00:00,0.4957537,0.50424623
2012-06-04 22:05:00,0.49096027,0.50903976
2012-06-04 22:10:00,0.49933514,0.5006649
2012-06-04 22:15:00,0.47551295,0.524487
2012-06-04 22:20:00,0.42266855,0.5773314
2012-06-04 22:25:00,0.4777927,0.52220726
2012-06-04 22:30:00,0.49694303,0.503057
2012-06-04 22:35:00,0.48524776,0.51475227
2012-06-04 22:40:00,0.49180838,0.50819165
2012-06-04 22:45:00,0.4937907,0.5062093
2012-06-04 22:50:00,0.4890895,0.51091045
2012-06-04 22:55:00,0.32470044,0.6752995
2012-06-04 23:00:00,0.49843022,0.5015697
2012-06-04 23:05:00,0.49780595,0.5021941
2012-06-04 23:10:00,0.49914503,0.5008549
2012-06-04 23:15:00,0.49808046,0.50191957
2012-06-04 23:20:00,0.49438664,0.5056134
2012-06-04 23:25:00,0.49997634,0.50002366
2012-06-04 23:30:00,0.49998128,0.5000188
2012-06-04 23:35:00,0.49928734,0.50071263
2012-06-04 23:40:00,0.5,0.5
2012-06-04 23:45:00,0.49834,0.50166
2012-06-04 23:50:00,0.49999452,0.50000554
2012-06-04 23:55:00,0.49857,0.50143
2012-06-05 00:00:00,0.49930504,0.50069493
2012-06-05 00:05:00,0.43178135,0.56821865
2012-06-05 00:10:00,0.49997526,0.50002474
2012-06-05 00:15:00,0.49999982,0.5000002
2012-06-05 00:20:00,0.4999845,0.50001556
2012-06-05 00:25:00,0.49999988,0.5000002
2012-06-05 00:30:00,0.5,0.5
2012-06-05 00:35:00,0.49943665,0.5005633
2012-06-05 00:40:00,0.49780038,0.5021996
2012-06-05 00:45:00,0.49995252,0.5000475
2012-06-05 00:50:00,0.49992844,0.5000716
2012-06-05 00:55:00,0.49969208,0.5003079
2012-06-05 01:00:00,0.49992594,0.500074
2012-06-05 01:05:00,0.5,0.5
2012-06-05 01:10:00,0.5,0.50000006
2012-06-05 01:15:00,0.5,0.5
2012-06-05 01:20:00,0.5,0.5
2012-06-05 01:25:00,0.49973887,0.50026107
2012-06-05 01:30:00,0.49999982,0.5000002
2012-06-05 01:35:00,0.49590293,0.5040971
2012-06-05 01:40:00,0.49754795,0.502452
2012-06-05 01:45:00,0.4725846,0.52741545
2012-06-05 01:50:00,0.44244015,0.55755985
2012-06-05 01:55:00,0.48752883,0.51247114
2012-06-05 02:00:00,0.47797173,0.5220283
2012-06-05 02:05:00,0.2749599,0.7250401
2012-06-05 02:10:00,0.4733061,0.52669394
2012-06-05 02:15:00,0.4593902,0.54060984
2012-06-05 02:20:00,0.27047178,0.72952825
2012-06-05 02:25:00,0.26894262,0.7310574
2012-06-05 02:30:00,0.27461365,0.7253864
2012-06-05 02:35:00,0.43669635,0.56330365
2012-06-05 02:40:00,0.27391288,0.72608715
2012-06-05 02:45:00,0.46299082,0.5370092
2012-06-05 02:50:00,0.31507674,0.68492335
2012-06-05 02:55:00,0.33505064,0.6649494
2012-06-05 03:00:00,0.26894188,0.7310581
2012-06-05 03:05:00,0.49932483,0.5006752
2012-06-05 03:10:00,0.2689694,0.7310306
2012-06-05 03:15:00,0.26901487,0.7309851
2012-06-05 03:20:00,0.497904,0.50209606
2012-06-05 03:25:00,0.31424996,0.68574995
2012-06-05 03:30:00,0.29634377,0.7036562
2012-06-05 03:35:00,0.48875698,0.511243
2012-06-05 03:40:00,0.34393343,0.65606654
2012-06-05 03:45:00,0.26894143,0.73105854
2012-06-05 03:50:00,0.268942,0.73105794
2012-06-05 03:55:00,0.31093302,0.689067
2012-06-05 04:00:00,0.49919394,0.50080603
2012-06-05 04:05:00,0.26897278,0.7310272
2012-06-05 04:10:00,0.26894143,0.73105854
2012-06-05 04:15:00,0.27036473,0.7296353
2012-06-05 04:20:00,0.268942,0.73105806
2012-06-05 04:25:00,0.26949647,0.73050356
2012-06-05 04:30:00,0.26899752,0.7310025
2012-06-05 04:35:00,0.27431768,0.7256824
2012-06-05 04:40:00,0.26894557,0.7310544
2012-06-05 04:45:00,0.26926273,0.73073727
2012-06-05 04:50:00,0.2689433,0.7310567
2012-06-05 04:55:00,0.45718825,0.5428118
2012-06-05 05:00:00,0.26894182,0.73105824
2012-06-05 05:05:00,0.40814272,0.5918573
2012-06-05 05:10:00,0.26896122,0.7310388
2012-06-05 05:15:00,0.26896006,0.73103994
2012-06-05 05:20:00,0.268942,0.73105794
2012-06-05 05:25:00,0.26989314,0.73010683
2012-06-05 05:30:00,0.27454013,0.7254599
2012-06-05 05:35:00,0.27344245,0.72655755
2012-06-05 05:40:00,0.4846263,0.5153737
2012-06-05 05:45:00,0.38018063,0.61981934
2012-06-05 05:50:00,0.2690317,0.7309683
2012-06-05 05:55:00,0.44279253,0.55720747
2012-06-05 06:00:00,0.45965713,0.54034287
2012-06-05 06:05:00,0.26895237,0.73104763
2012-06-05 06:10:00,0.49973604,0.500264
2012-06-05 06:15:00,0.49940848,0.5005916
2012-06-05 06:20:00,0.49967587,0.5003242
2012-06-05 06:25:00,0.4999234,0.50007653
2012-06-05 06:30:00,0.4992551,0.50074494
2012-06-05 06:35:00,0.4998993,0.5001007
2012-06-05 06:40:00,0.49997705,0.50002295
2012-06-05 06:45:00,0.49961188,0.50038815
2012-06-05 06:50:00,0.4998881,0.5001119
2012-06-05 06:55:00,0.4999634,0.5000366
2012-06-05 07:00:00,0.49997485,0.5000252
2012-06-05 07:05:00,0.49978402,0.500216
2012-06-05 07:10:00,0.49871516,0.50128484
2012-06-05 07:15:00,0.49989972,0.50010026
2012-06-05 07:20:00,0.49866945,0.50133055
2012-06-05 07:25:00,0.49989137,0.5001086
2012-06-05 07:30:00,0.49995092,0.50004905
2012-06-05 07:35:00,0.4999471,0.5000529
2012-06-05 07:40:00,0.4999282,0.5000718
2012-06-05 07:45:00,0.4999671,0.50003296
2012-06-05 07:50:00,0.49353328,0.50646675
2012-06-05 07:55:00,0.49893922,0.5010608
2012-06-05 08:00:00,0.4983354,0.50166464
2012-06-05 08:05:00,0.4979796,0.5020203
2012-06-05 08:10:00,0.4985012,0.5014988
2012-06-05 08:15:00,0.49908578,0.5009142
2012-06-05 08:20:00,0.49992943,0.5000706
2012-06-05 08:25:00,0.49987197,0.5001281
2012-06-05 08:30:00,0.49966818,0.5003318
2012-06-05 08:35:00,0.4994184,0.5005816
2012-06-05 08:40:00,0.50008434,0.4999157
2012-06-05 08:45:00,0.50079286,0.4992072
2012-06-05 08:50:00,0.49987304,0.50012696
2012-06-05 08:55:00,0.49964523,0.5003547
2012-06-05 09:00:00,0.49996868,0.50003135
2012-06-05 09:05:00,0.499861,0.500139
2012-06-05 09:10:00,0.5005038,0.4994963
2012-06-05 09:15:00,0.49995568,0.50004435
2012-06-05 09:20:00,0.5002241,0.4997759
2012-06-05 09:25:00,0.50012046,0.49987954
2012-06-05 09:30:00,0.49988782,0.5001121
2012-06-05 09:35:00,0.49975187,0.5002482
2012-06-05 09:40:00,0.49987444,0.5001256
2012-06-05 09:45:00,0.49944213,0.50055784
2012-06-05 09:50:00,0.4993402,0.5006598
2012-06-05 09:55:00,0.4995415,0.50045854
2012-06-05 10:00:00,0.4987762,0.5012238
2012-06-05 10:05:00,0.49907273,0.50092727
2012-06-05 10:10:00,0.49903473,0.50096524
2012-06-05 10:15:00,0.49870485,0.50129515
2012-06-05 10:20:00,0.49858737,0.5014127
2012-06-05 10:25:00,0.49789777,0.50210226
2012-06-05 10:30:00,0.4973334,0.5026666
2012-06-05 10:35:00,0.49900243,0.5009976
2012-06-05 10:40:00,0.49755305,0.5024469
2012-06-05 10:45:00,0.49838546,0.5016145
2012-06-05 10:50:00,0.4918618,0.50813824
2012-06-05 10:55:00,0.49441543,0.50558454
2012-06-05 11:00:00,0.49654493,0.5034551
2012-06-05 11:05:00,0.49602446,0.5039755
2012-06-05 11:10:00,0.4952002,0.5047998
2012-06-05 11:15:00,0.4977501,0.5022499
2012-06-05 11:20:00,0.4983585,0.5016416
2012-06-05 11:25:00,0.49564457,0.5043555
2012-06-05 11:30:00,0.4909039,0.5090961
2012-06-05 11:35:00,0.5580499,0.44195008
2012-06-05 11:40:00,0.38528723,0.6147127
2012-06-05 11:45:00,0.45655456,0.54344547
2012-06-05 11:50:00,0.41579583,0.5842042
2012-06-05 11:55:00,0.4505912,0.5494088
2012-06-05 12:00:00,0.4277435,0.5722565
2012-06-05 12:05:00,0.46777323,0.53222674
2012-06-05 12:10:00,0.44426623,0.5557338
2012-06-05 12:15:00,0.4546636,0.54533637
2012-06-05 12:20:00,0.47588715,0.5241128
2012-06-05 12:25:00,0.48650038,0.51349956
2012-06-05 12:30:00,0.46788445,0.53211546
2012-06-05 12:35:00,0.4708922,0.52910787
2012-06-05 12:40:00,0.47764146,0.52235854
2012-06-05 12:45:00,0.4635478,0.5364522
2012-06-05 12:50:00,0.48082232,0.5191777
2012-06-05 12:55:00,0.47799972,0.5220003
2012-06-05 13:00:00,0.46132776,0.5386722
2012-06-05 13:05:00,0.48799276,0.5120072
2012-06-05 13:10:00,0.4682107,0.53178936
2012-06-05 13:15:00,0.4641748,0.5358252
2012-06-05 13:20:00,0.45634803,0.543652
2012-06-05 13:25:00,0.48612827,0.5138717
2012-06-05 13:30:00,0.4525427,0.54745734
2012-06-05 13:35:00,0.47302663,0.5269733
2012-06-05 13:40:00,0.4849658,0.5150342
2012-06-05 13:45:00,0.46615267,0.53384733
2012-06-05 13:50:00,0.4767942,0.52320576
2012-06-05 13:55:00,0.4834901,0.5165099
2012-06-05 14:00:00,0.48690653,0.5130935
2012-06-05 14:05:00,0.47819278,0.52180725
2012-06-05 14:10:00,0.48153397,0.51846606
2012-06-05 14:15:00,0.48645332,0.5135467
2012-06-05 14:20:00,0.4736962,0.5263038
2012-06-05 14:25:00,0.46100518,0.5389948
2012-06-05 14:30:00,0.45635283,0.5436471
2012-06-05 14:35:00,0.47101763,0.52898234
2012-06-05 14:40:00,0.460425,0.539575
2012-06-05 14:45:00,0.4366364,0.5633636
2012-06-05 14:50:00,0.46842274,0.5315772
2012-06-05 14:55:00,0.33171234,0.66828763
2012-06-05 15:00:00,0.35967186,0.64032817
2012-06-05 15:05:00,0.35328943,0.6467106
2012-06-05 15:10:00,0.4392502,0.5607498
2012-06-05 15:15:00,0.4251462,0.5748539
2012-06-05 15:20:00,0.47153747,0.5284625
2012-06-05 15:25:00,0.49731386,0.50268614
2012-06-05 15:30:00,0.3347471,0.6652529
2012-06-05 15:35:00,0.46616524,0.53383476
2012-06-05 15:40:00,0.48865575,0.5113442
2012-06-05 15:45:00,0.47164506,0.5283549
2012-06-05 15:50:00,0.44900647,0.5509935
2012-06-05 15:55:00,0.42858884,0.5714112
2012-06-05 16:00:00,0.4391922,0.5608077
2012-06-05 16:05:00,0.49464464,0.50535536
2012-06-05 16:10:00,0.46243334,0.53756666
2012-06-05 16:15:00,0.44409925,0.5559007
2012-06-05 16:20:00,0.45835733,0.5416427
2012-06-05 16:25:00,0.47783855,0.5221614
2012-06-05 16:30:00,0.44483572,0.5551643
2012-06-05 16:35:00,0.45529273,0.54470724
2012-06-05 16:40:00,0.47035182,0.5296482
2012-06-05 16:45:00,0.4674504,0.53254956
2012-06-05 16:50:00,0.48785844,0.5121415
2012-06-05 16:55:00,0.4788601,0.5211399
2012-06-05 17:00:00,0.4868126,0.5131874
2012-06-05 17:05:00,0.48191825,0.5180818
2012-06-05 17:10:00,0.45028722,0.5497128
2012-06-05 17:15:00,0.47064364,0.5293563
2012-06-05 17:20:00,0.48995146,0.51004857
2012-06-05 17:25:00,0.47567555,0.5243244
2012-06-05 17:30:00,0.47828516,0.52171475
2012-06-05 17:35:00,0.47743076,0.52256924
2012-06-05 17:40:00,0.47140616,0.5285938
2012-06-05 17:45:00,0.4700611,0.52993894
2012-06-05 17:50:00,0.47046292,0.529537
2012-06-05 17:55:00,0.459905,0.540095
2012-06-05 18:00:00,0.46653056,0.5334695
2012-06-05 18:05:00,0.4723587,0.5276413
2012-06-05 18:10:00,0.44370225,0.5562978
2012-06-05 18:15:00,0.4315013,0.5684987
2012-06-05 18:20:00,0.43745387,0.56254613
2012-06-05 18:25:00,0.3736533,0.62634677
2012-06-05 18:30:00,0.314831,0.68516904
2012-06-05 18:35:00,0.2960094,0.70399064
2012-06-05 18:40:00,0.30190042,0.69809955
2012-06-05 18:45:00,0.31257433,0.6874257
2012-06-05 18:50:00,0.28531107,0.7146889
2012-06-05 18:55:00,0.31649208,0.6835079
2012-06-05 19:00:00,0.3846496,0.6153504
2012-06-05 19:05:00,0.39163685,0.6083632
2012-06-05 19:10:00,0.33266568,0.66733426
2012-06-05 19:15:00,0.36273304,0.637267
2012-06-05 19:20:00,0.38895094,0.611049
2012-06-05 19:25:00,0.40327093,0.5967291
2012-06-05 19:30:00,0.42227367,0.57772636
2012-06-05 19:35:00,0.40668312,0.5933169
2012-06-05 19:40:00,0.42558295,0.57441705
2012-06-05 19:45:00,0.466099,0.53390104
2012-06-05 19:50:00,0.44006556,0.5599344
2012-06-05 19:55:00,0.48250335,0.5174967
2012-06-05 20:00:00,0.42928493,0.57071507
2012-06-05 20:05:00,0.45309177,0.5469082
2012-06-05 20:10:00,0.44129208,0.55870795
2012-06-05 20:15:00,0.4429826,0.5570174
2012-06-05 20:20:00,0.44148666,0.5585133
2012-06-05 20:25:00,0.45245636,0.5475436
2012-06-05 20:30:00,0.501687,0.49831298
2012-06-05 20:35:00,0.4509224,0.5490776
2012-06-05 20:40:00,0.4842169,0.51578313
2012-06-05 20:45:00,0.41991842,0.5800815
2012-06-05 20:50:00,0.45818013,0.54181993
2012-06-05 20:55:00,0.48392043,0.51607955
2012-06-05 21:00:00,0.46905154,0.5309484
2012-06-05 21:05:00,0.4582386,0.54176146
2012-06-05 21:10:00,0.4865888,0.51341116
2012-06-05 21:15:00,0.48128265,0.51871735
2012-06-05 21:20:00,0.4931944,0.5068056
2012-06-05 21:25:00,0.47901228,0.52098775
2012-06-05 21:30:00,0.49050477,0.5094952
2012-06-05 21:35:00,0.47191748,0.52808255
2012-06-05 21:40:00,0.4776738,0.52232623
2012-06-05 21:45:00,0.47727555,0.52272445
2012-06-05 21:50:00,0.48271143,0.5172886
2012-06-05 21:55:00,0.48199585,0.5180042
2012-06-05 22:00:00,0.46942663,0.53057337
2012-06-05 22:05:00,0.48597908,0.5140209
2012-06-05 22:10:00,0.48283038,0.5171696
2012-06-05 22:15:00,0.4558551,0.54414487
2012-06-05 22:20:00,0.48452255,0.5154774
2012-06-05 22:25:00,0.48884782,0.51115215
2012-06-05 22:30:00,0.4829961,0.51700395
2012-06-05 22:35:00,0.48164833,0.5183516
2012-06-05 22:40:00,0.49010205,0.509898
2012-06-05 22:45:00,0.4892171,0.51078296
2012-06-05 22:50:00,0.49478534,0.5052147
2012-06-05 22:55:00,0.49166128,0.5083387
2012-06-05 23:00:00,0.48554134,0.51445866
2012-06-05 23:05:00,0.49395725,0.5060428
2012-06-05 23:10:00,0.49259472,0.5074053
2012-06-05 23:15:00,0.48501652,0.5149835
2012-06-05 23:20:00,0.49216354,0.50783646
2012-06-05 23:25:00,0.48374224,0.51625776
2012-06-05 23:30:00,0.49081892,0.509181
2012-06-05 23:35:00,0.48305625,0.51694375
2012-06-05 23:40:00,0.49187946,0.50812054
2012-06-05 23:45:00,0.49352273,0.50647724
2012-06-05 23:50:00,0.49885,0.50114995
2012-06-05 23:55:00,0.4991488,0.50085115
2012-06-06 00:00:00,0.4962154,0.50378466
2012-06-06 00:05:00,0.49128497,0.50871503
2012-06-06 00:10:00,0.49920073,0.50079924
2012-06-06 00:15:00,0.47609264,0.5239073
2012-06-06 00:20:00,0.49832612,0.50167394
2012-06-06 00:25:00,0.49568895,0.504311
2012-06-06 00:30:00,0.4988978,0.5011022
2012-06-06 00:35:00,0.4983083,0.5016917
2012-06-06 00:40:00,0.50045216,0.4995479
2012-06-06 00:45:00,0.49991262,0.5000873
2012-06-06 00:50:00,0.49978584,0.5002142
2012-06-06 00:55:00,0.49990317,0.5000968
2012-06-06 01:00:00,0.4804734,0.51952666
2012-06-06 01:05:00,0.4996804,0.5003196
2012-06-06 01:10:00,0.49999595,0.50000405
2012-06-06 01:15:00,0.49992707,0.5000729
2012-06-06 01:20:00,0.3640236,0.63597643
2012-06-06 01:25:00,0.47899377,0.5210062
2012-06-06 01:30:00,0.5,0.5
2012-06-06 01:35:00,0.49965298,0.5003471
2012-06-06 01:40:00,0.5,0.5
2012-06-06 01:45:00,0.5,0.5
2012-06-06 01:50:00,0.49423307,0.50576687
2012-06-06 01:55:00,0.5,0.5
2012-06-06 02:00:00,0.5,0.5
2012-06-06 02:05:00,0.49999845,0.50000155
2012-06-06 02:10:00,0.5,0.5
2012-06-06 02:15:00,0.49785277,0.50214726
2012-06-06 02:20:00,0.30144057,0.69855946
2012-06-06 02:25:00,0.49748784,0.50251216
2012-06-06 02:30:00,0.49999815,0.50000185
2012-06-06 02:35:00,0.49999565,0.5000044
2012-06-06 02:40:00,0.49999517,0.5000048
2012-06-06 02:45:00,0.46379703,0.536203
2012-06-06 02:50:00,0.49999827,0.5000018
2012-06-06 02:55:00,0.27698925,0.7230108
2012-06-06 03:00:00,0.49536344,0.5046366
2012-06-06 03:05:00,0.49999404,0.500006
2012-06-06 03:10:00,0.3433974,0.6566026
2012-06-06 03:15:00,0.27198675,0.7280132
2012-06-06 03:20:00,0.2704145,0.7295855
2012-06-06 03:25:00,0.2720257,0.7279743
2012-06-06 03:30:00,0.47305346,0.52694654
2012-06-06 03:35:00,0.2689939,0.7310061
2012-06-06 03:40:00,0.46537936,0.5346206
2012-06-06 03:45:00,0.2716564,0.7283436
2012-06-06 03:50:00,0.26894197,0.73105806
2012-06-06 03:55:00,0.38246524,0.61753476
2012-06-06 04:00:00,0.2689465,0.73105353
